#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	25000	229.7	661.1	167.347305	35.960670
0	50.000	361.0	4.4	25000	229.7	661.1	167.929260	36.348927
0	50.000	362.0	4.4	25000	229.7	661.1	168.225632	36.422108
0	50.000	363.0	4.4	25000	229.7	661.1	168.142883	36.477062
0	50.000	364.0	4.4	25000	229.7	661.1	168.447891	36.514866
0	50.000	365.0	4.4	25000	229.7	661.1	168.597122	36.556015
0	50.000	366.0	4.4	25000	229.7	661.1	168.414246	36.462177
0	50.000	367.0	4.5	25000	229.7	661.1	168.245361	36.509712
0	50.000	368.0	4.5	25000	229.7	661.1	168.336044	36.473545
0	50.000	369.0	4.5	25000	229.7	661.1	168.489426	36.384655
0	50.000	370.0	4.5	25000	229.7	661.1	168.827866	36.328880
0	50.000	371.0	4.4	25000	229.7	661.1	168.982941	36.446663
0	50.000	372.0	4.3	25000	229.7	661.1	169.018829	36.429890
0	50.000	373.0	4.1	25000	229.7	661.1	168.908020	36.384823
0	50.000	374.0	4.0	25000	229.7	661.1	168.956360	36.514584
0	50.000	375.0	3.9	25000	229.7	661.1	169.419846	36.456089
0	50.000	376.0	4.0	25000	229.7	661.1	169.379013	36.708477
0	50.000	377.0	4.2	25000	229.7	661.1	169.324005	36.747234
0	50.000	378.0	4.4	25000	229.7	661.1	169.460297	36.691109
0	50.000	379.0	4.6	25000	229.7	661.1	169.573608	36.697651
0	50.000	380.0	4.6	25000	229.7	661.1	169.659592	36.739513
0	50.000	381.0	4.6	25000	229.7	661.1	169.812851	36.728733
0	50.000	382.0	4.6	25000	229.7	661.1	169.926636	36.600693
0	50.000	383.0	4.5	25000	229.7	661.1	169.990036	36.734398
0	50.000	384.0	4.5	25000	229.7	661.1	170.044754	36.725666
0	50.000	385.0	4.5	25000	229.7	661.1	170.200256	36.655502
0	50.000	386.0	4.5	25000	229.7	661.1	170.267090	36.730320
0	50.000	387.0	4.5	25000	229.7	661.1	170.332321	36.721767
