#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	25000	229.7	661.1	167.571106	36.372257
0	50.000	361.0	4.4	25000	229.7	661.1	167.606140	36.521240
0	50.000	362.0	4.4	25000	229.7	661.1	167.607773	36.334862
0	50.000	363.0	4.4	25000	229.7	661.1	167.820206	36.512306
0	50.000	364.0	4.4	25000	229.7	661.1	168.210770	36.617462
0	50.000	365.0	4.4	25000	229.7	661.1	168.468353	36.461433
0	50.000	366.0	4.4	25000	229.7	661.1	168.354477	36.535553
0	50.000	367.0	4.5	25000	229.7	661.1	168.175842	36.524269
0	50.000	368.0	4.5	25000	229.7	661.1	168.197647	36.449417
0	50.000	369.0	4.5	25000	229.7	661.1	168.183945	36.441078
0	50.000	370.0	4.5	25000	229.7	661.1	168.589661	36.391174
0	50.000	371.0	4.4	25000	229.7	661.1	168.873398	36.450336
0	50.000	372.0	4.3	25000	229.7	661.1	168.816666	36.315151
0	50.000	373.0	4.1	25000	229.7	661.1	168.742081	36.361858
0	50.000	374.0	4.0	25000	229.7	661.1	168.770798	36.472729
0	50.000	375.0	3.9	25000	229.7	661.1	169.155319	36.637169
0	50.000	376.0	4.0	25000	229.7	661.1	169.006836	36.694889
0	50.000	377.0	4.2	25000	229.7	661.1	169.132889	36.683609
0	50.000	378.0	4.4	25000	229.7	661.1	169.231537	36.672531
0	50.000	379.0	4.6	25000	229.7	661.1	169.355530	36.720791
0	50.000	380.0	4.6	25000	229.7	661.1	169.443115	36.751717
0	50.000	381.0	4.6	25000	229.7	661.1	169.482025	36.658363
0	50.000	382.0	4.6	25000	229.7	661.1	169.616043	36.751106
0	50.000	383.0	4.5	25000	229.7	661.1	169.685074	36.780659
0	50.000	384.0	4.5	25000	229.7	661.1	169.840683	36.737629
0	50.000	385.0	4.5	25000	229.7	661.1	169.931396	36.769283
0	50.000	386.0	4.5	25000	229.7	661.1	170.036667	36.774925
0	50.000	387.0	4.5	25000	229.7	661.1	170.124313	36.748329
0	50.000	388.0	4.5	25000	229.7	661.1	170.178574	36.780334
0	50.000	389.0	4.5	25000	229.7	661.1	170.240204	36.770222
0	50.000	390.0	4.5	25000	229.7	661.1	170.314301	36.733017
0	50.000	391.0	4.5	25000	229.7	661.1	170.410919	36.777290
0	50.000	392.0	4.5	25000	229.7	661.1	170.529144	36.729034
0	50.000	393.0	4.5	25000	229.7	661.1	170.601349	36.736786
0	50.000	394.0	4.5	25000	229.7	661.1	170.704880	36.740429
0	50.000	395.0	4.5	25000	229.7	661.1	170.803635	36.717022
0	50.000	396.0	4.5	25000	229.7	661.1	170.862244	36.715816
0	50.000	397.0	4.6	25000	229.7	661.1	170.922089	36.717690
0	50.000	398.0	4.6	25000	229.7	661.1	171.026062	36.675632
0	50.000	399.0	4.6	25000	229.7	661.1	171.117432	36.647144
0	50.000	400.0	4.6	25000	229.7	661.1	171.169296	36.611858
0	50.000	401.0	4.6	25000	229.7	661.1	171.223236	36.616344
0	50.000	402.0	4.5	25000	229.7	661.1	171.317993	36.563530
0	50.000	403.0	4.5	25000	229.7	661.1	171.384979	36.528080
0	50.000	404.0	4.5	25000	229.7	661.1	171.438217	36.497009
0	50.000	405.0	4.5	25000	229.7	661.1	171.493530	36.466194
0	50.000	406.0	4.5	25000	229.7	661.1	171.541687	36.450073
0	50.000	407.0	4.5	25000	229.7	661.1	171.604187	36.434574
0	50.000	408.0	4.5	25000	229.7	661.1	171.661682	36.414368
0	50.000	409.0	4.6	25000	229.7	661.1	171.720169	36.386429
0	50.000	410.0	4.6	25000	229.7	661.1	171.764191	36.373253
0	50.000	411.0	4.6	25000	229.7	661.1	171.802917	36.357822
0	50.000	412.0	4.5	25000	229.7	661.1	171.852783	36.331993
0	50.000	413.0	4.5	25000	229.7	661.1	171.909409	36.306965
0	50.000	414.0	4.5	25000	229.7	661.1	171.944901	36.294487
0	50.000	415.0	4.5	25000	229.7	661.1	172.004639	36.255836
0	50.000	416.0	4.5	25000	229.7	661.1	172.042847	36.233738
0	50.000	417.0	4.5	25000	229.7	661.1	172.107422	36.232662
0	50.000	418.0	4.5	25000	229.7	661.1	172.148163	36.207977
0	50.000	419.0	4.5	25000	229.7	661.1	172.191422	36.208202
0	50.000	420.0	4.5	25000	229.7	661.1	172.262711	36.202488
0	50.000	421.0	4.5	25000	229.7	661.1	172.323868	36.196392
0	50.000	422.0	4.5	25000	229.7	661.1	172.395538	36.191475
0	50.000	423.0	4.5	25000	229.7	661.1	172.471222	36.182907
0	50.000	424.0	4.5	25000	229.7	661.1	172.556366	36.160480
0	50.000	425.0	4.5	25000	229.7	661.1	172.643097	36.152500
