#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	25000	244.3	600.4	167.892868	36.157276
0	50.000	361.0	4.4	25000	244.3	600.4	168.119858	36.533943
0	50.000	362.0	4.4	25000	244.3	600.4	168.087418	36.621124
0	50.000	363.0	4.4	25000	244.3	600.4	168.146423	36.599239
0	50.000	364.0	4.4	25000	244.3	600.4	168.306473	36.497517
0	50.000	365.0	4.4	25000	244.3	600.4	168.482178	36.457104
0	50.000	366.0	4.4	25000	244.3	600.4	168.505707	36.497498
0	50.000	367.0	4.5	25000	244.3	600.4	168.355621	36.524441
0	50.000	368.0	4.5	25000	244.3	600.4	168.407822	36.552002
0	50.000	369.0	4.5	25000	244.3	600.4	168.552414	36.607735
0	50.000	370.0	4.5	25000	244.3	600.4	168.781189	36.512383
0	50.000	371.0	4.4	25000	244.3	600.4	168.967621	36.442806
0	50.000	372.0	4.3	25000	244.3	600.4	169.034119	36.337807
0	50.000	373.0	4.1	25000	244.3	600.4	169.013535	36.424797
0	50.000	374.0	4.0	25000	244.3	600.4	168.991089	36.522865
0	50.000	375.0	3.9	25000	244.3	600.4	169.633133	36.615860
0	50.000	376.0	4.0	25000	244.3	600.4	169.284409	36.660694
0	50.000	377.0	4.2	25000	244.3	600.4	169.266556	36.761131
0	50.000	378.0	4.4	25000	244.3	600.4	169.414886	36.767181
0	50.000	379.0	4.6	25000	244.3	600.4	169.551041	36.740765
0	50.000	380.0	4.6	25000	244.3	600.4	169.739624	36.737728
0	50.000	381.0	4.6	25000	244.3	600.4	169.762863	36.822987
0	50.000	382.0	4.6	25000	244.3	600.4	170.037323	36.801811
0	50.000	383.0	4.5	25000	244.3	600.4	170.089981	36.745338
0	50.000	384.0	4.5	25000	244.3	600.4	170.042297	36.795685
0	50.000	385.0	4.5	25000	244.3	600.4	170.238464	36.815403
0	50.000	386.0	4.5	25000	244.3	600.4	170.358673	36.750481
0	50.000	387.0	4.5	25000	244.3	600.4	170.383224	36.809029
0	50.000	388.0	4.5	25000	244.3	600.4	170.520508	36.813644
0	50.000	389.0	4.5	25000	244.3	600.4	170.561005	36.788605
0	50.000	390.0	4.5	25000	244.3	600.4	170.616043	36.800335
0	50.000	391.0	4.5	25000	244.3	600.4	170.755112	36.780567
0	50.000	392.0	4.5	25000	244.3	600.4	170.785934	36.767586
0	50.000	393.0	4.5	25000	244.3	600.4	170.912704	36.767765
0	50.000	394.0	4.5	25000	244.3	600.4	170.977814	36.758888
0	50.000	395.0	4.5	25000	244.3	600.4	171.078552	36.753490
0	50.000	396.0	4.5	25000	244.3	600.4	171.163284	36.738483
0	50.000	397.0	4.6	25000	244.3	600.4	171.237915	36.731441
0	50.000	398.0	4.6	25000	244.3	600.4	171.273315	36.697239
0	50.000	399.0	4.6	25000	244.3	600.4	171.355438	36.673325
0	50.000	400.0	4.6	25000	244.3	600.4	171.436279	36.632015
0	50.000	401.0	4.6	25000	244.3	600.4	171.550247	36.597931
0	50.000	402.0	4.5	25000	244.3	600.4	171.622528	36.585255
0	50.000	403.0	4.5	25000	244.3	600.4	171.658234	36.543808
0	50.000	404.0	4.5	25000	244.3	600.4	171.713837	36.508701
0	50.000	405.0	4.5	25000	244.3	600.4	171.794983	36.477623
0	50.000	406.0	4.5	25000	244.3	600.4	171.850281	36.447178
0	50.000	407.0	4.5	25000	244.3	600.4	171.903900	36.416313
0	50.000	408.0	4.5	25000	244.3	600.4	171.957291	36.408329
0	50.000	409.0	4.6	25000	244.3	600.4	171.995132	36.393394
0	50.000	410.0	4.6	25000	244.3	600.4	172.036575	36.366444
0	50.000	411.0	4.6	25000	244.3	600.4	172.080673	36.334072
0	50.000	412.0	4.5	25000	244.3	600.4	172.128693	36.318089
0	50.000	413.0	4.5	25000	244.3	600.4	172.169937	36.283592
0	50.000	414.0	4.5	25000	244.3	600.4	172.222656	36.259575
0	50.000	415.0	4.5	25000	244.3	600.4	172.270050	36.241520
0	50.000	416.0	4.5	25000	244.3	600.4	172.293381	36.210541
0	50.000	417.0	4.5	25000	244.3	600.4	172.355392	36.184853
0	50.000	418.0	4.5	25000	244.3	600.4	172.382721	36.183590
0	50.000	419.0	4.5	25000	244.3	600.4	172.426056	36.179279
0	50.000	420.0	4.5	25000	244.3	600.4	172.491104	36.171467
0	50.000	421.0	4.5	25000	244.3	600.4	172.559738	36.166576
0	50.000	422.0	4.5	25000	244.3	600.4	172.624252	36.155079
0	50.000	423.0	4.5	25000	244.3	600.4	172.683609	36.140854
0	50.000	424.0	4.5	25000	244.3	600.4	172.755325	36.137154
0	50.000	425.0	4.5	25000	244.3	600.4	172.826935	36.134235
0	50.000	426.0	4.5	25000	244.3	600.4	172.900284	36.112900
0	50.000	427.0	4.5	25000	244.3	600.4	172.983856	36.107300
0	50.000	428.0	4.5	25000	244.3	600.4	173.070251	36.090374
0	50.000	429.0	4.5	25000	244.3	600.4	173.150711	36.080147
0	50.000	430.0	4.5	25000	244.3	600.4	173.246933	36.074722
0	50.000	431.0	4.5	25000	244.3	600.4	173.333679	36.059456
0	50.000	432.0	4.5	25000	244.3	600.4	173.427887	36.048054
0	50.000	433.0	4.5	25000	244.3	600.4	173.531738	36.041008
0	50.000	434.0	4.5	25000	244.3	600.4	173.634613	36.026573
0	50.000	435.0	4.5	25000	244.3	600.4	173.727493	36.009689
0	50.000	436.0	4.5	25000	244.3	600.4	173.835968	35.987617
0	50.000	437.0	4.5	25000	244.3	600.4	173.926498	35.957668
0	50.000	438.0	4.5	25000	244.3	600.4	174.018814	35.930031
0	50.000	439.0	4.5	25000	244.3	600.4	174.118225	35.907925
