#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	25000	244.3	600.4	168.589462	36.206177
0	50.000	361.0	4.4	25000	244.3	600.4	168.849030	36.749130
0	50.000	362.0	4.4	25000	244.3	600.4	168.822052	36.628292
0	50.000	363.0	4.4	25000	244.3	600.4	168.503098	36.514774
0	50.000	364.0	4.4	25000	244.3	600.4	168.690002	36.481041
0	50.000	365.0	4.4	25000	244.3	600.4	168.955032	36.516617
0	50.000	366.0	4.4	25000	244.3	600.4	169.027725	36.556633
0	50.000	367.0	4.5	25000	244.3	600.4	169.091339	36.569824
0	50.000	368.0	4.5	25000	244.3	600.4	169.195419	36.535301
0	50.000	369.0	4.5	25000	244.3	600.4	169.067245	36.578255
0	50.000	370.0	4.5	25000	244.3	600.4	169.238464	36.475414
0	50.000	371.0	4.4	25000	244.3	600.4	169.296280	36.395531
0	50.000	372.0	4.3	25000	244.3	600.4	169.607086	36.340538
0	50.000	373.0	4.1	25000	244.3	600.4	169.581619	36.424820
0	50.000	374.0	4.0	25000	244.3	600.4	169.500381	36.641888
0	50.000	375.0	3.9	25000	244.3	600.4	170.030380	36.666958
0	50.000	376.0	4.0	25000	244.3	600.4	169.717804	36.775391
0	50.000	377.0	4.2	25000	244.3	600.4	169.863983	36.767593
0	50.000	378.0	4.4	25000	244.3	600.4	169.960846	36.786491
0	50.000	379.0	4.6	25000	244.3	600.4	170.004852	36.808437
0	50.000	380.0	4.6	25000	244.3	600.4	170.165253	36.768070
0	50.000	381.0	4.6	25000	244.3	600.4	170.216415	36.741753
0	50.000	382.0	4.6	25000	244.3	600.4	170.358536	36.800686
0	50.000	383.0	4.5	25000	244.3	600.4	170.433136	36.813988
0	50.000	384.0	4.5	25000	244.3	600.4	170.444748	36.781559
0	50.000	385.0	4.5	25000	244.3	600.4	170.559494	36.831047
0	50.000	386.0	4.5	25000	244.3	600.4	170.707214	36.816532
0	50.000	387.0	4.5	25000	244.3	600.4	170.763321	36.847923
0	50.000	388.0	4.5	25000	244.3	600.4	170.872421	36.846889
0	50.000	389.0	4.5	25000	244.3	600.4	170.895432	36.841953
0	50.000	390.0	4.5	25000	244.3	600.4	170.983795	36.853539
0	50.000	391.0	4.5	25000	244.3	600.4	171.073227	36.847569
0	50.000	392.0	4.5	25000	244.3	600.4	171.141891	36.867374
0	50.000	393.0	4.5	25000	244.3	600.4	171.237366	36.833340
0	50.000	394.0	4.5	25000	244.3	600.4	171.295609	36.833149
0	50.000	395.0	4.5	25000	244.3	600.4	171.396423	36.832954
0	50.000	396.0	4.5	25000	244.3	600.4	171.459076	36.804600
0	50.000	397.0	4.6	25000	244.3	600.4	171.504257	36.824619
0	50.000	398.0	4.6	25000	244.3	600.4	171.566299	36.812325
0	50.000	399.0	4.6	25000	244.3	600.4	171.674057	36.795174
0	50.000	400.0	4.6	25000	244.3	600.4	171.742020	36.760696
0	50.000	401.0	4.6	25000	244.3	600.4	171.780319	36.726650
0	50.000	402.0	4.5	25000	244.3	600.4	171.863525	36.696415
0	50.000	403.0	4.5	25000	244.3	600.4	171.953659	36.681114
0	50.000	404.0	4.5	25000	244.3	600.4	171.997375	36.665451
0	50.000	405.0	4.5	25000	244.3	600.4	172.072540	36.632477
0	50.000	406.0	4.5	25000	244.3	600.4	172.135956	36.609940
0	50.000	407.0	4.5	25000	244.3	600.4	172.181335	36.598671
0	50.000	408.0	4.5	25000	244.3	600.4	172.232483	36.586643
0	50.000	409.0	4.6	25000	244.3	600.4	172.285156	36.578693
0	50.000	410.0	4.6	25000	244.3	600.4	172.326141	36.559025
0	50.000	411.0	4.6	25000	244.3	600.4	172.401520	36.546745
0	50.000	412.0	4.5	25000	244.3	600.4	172.469986	36.546375
0	50.000	413.0	4.5	25000	244.3	600.4	172.516785	36.528946
0	50.000	414.0	4.5	25000	244.3	600.4	172.568497	36.513260
0	50.000	415.0	4.5	25000	244.3	600.4	172.624542	36.507854
0	50.000	416.0	4.5	25000	244.3	600.4	172.700424	36.491917
0	50.000	417.0	4.5	25000	244.3	600.4	172.780029	36.465229
0	50.000	418.0	4.5	25000	244.3	600.4	172.838959	36.470791
0	50.000	419.0	4.5	25000	244.3	600.4	172.919128	36.460052
0	50.000	420.0	4.5	25000	244.3	600.4	172.990265	36.445271
0	50.000	421.0	4.5	25000	244.3	600.4	173.072220	36.446999
0	50.000	422.0	4.5	25000	244.3	600.4	173.176132	36.435287
0	50.000	423.0	4.5	25000	244.3	600.4	173.259232	36.416824
0	50.000	424.0	4.5	25000	244.3	600.4	173.356064	36.411934
0	50.000	425.0	4.5	25000	244.3	600.4	173.458328	36.399815
0	50.000	426.0	4.5	25000	244.3	600.4	173.554062	36.384331
0	50.000	427.0	4.5	25000	244.3	600.4	173.658752	36.370106
0	50.000	428.0	4.5	25000	244.3	600.4	173.762497	36.357208
0	50.000	429.0	4.5	25000	244.3	600.4	173.860092	36.339355
0	50.000	430.0	4.5	25000	244.3	600.4	173.957916	36.320557
0	50.000	431.0	4.5	25000	244.3	600.4	174.072952	36.308025
0	50.000	432.0	4.5	25000	244.3	600.4	174.183487	36.282448
0	50.000	433.0	4.5	25000	244.3	600.4	174.289566	36.257946
0	50.000	434.0	4.5	25000	244.3	600.4	174.400269	36.254662
0	50.000	435.0	4.5	25000	244.3	600.4	174.507339	36.225674
0	50.000	436.0	4.5	25000	244.3	600.4	174.612076	36.191116
0	50.000	437.0	4.5	25000	244.3	600.4	174.715607	36.161339
0	50.000	438.0	4.5	25000	244.3	600.4	174.820068	36.138710
0	50.000	439.0	4.5	25000	244.3	600.4	174.919678	36.104633
0	50.000	440.0	4.5	25000	244.3	600.4	175.016785	36.084728
0	50.000	441.0	4.5	25000	244.3	600.4	175.119095	36.048218
0	50.000	442.0	4.5	25000	244.3	600.4	175.214905	36.011082
0	50.000	443.0	4.5	25000	244.3	600.4	175.316467	35.989002
0	50.000	444.0	4.5	25000	244.3	600.4	175.427780	35.961327
0	50.000	445.0	4.5	25000	244.3	600.4	175.505646	35.930370
0	50.000	446.0	4.5	25000	244.3	600.4	175.622421	35.897781
0	50.000	447.0	4.5	25000	244.3	600.4	175.709702	35.869301
0	50.000	448.0	4.4	25000	244.3	600.4	175.790619	35.846012
0	50.000	449.0	4.4	25000	244.3	600.4	175.890244	35.818329
0	50.000	450.0	4.3	25000	244.3	600.4	176.089569	35.579437
0	50.000	451.0	4.3	25000	244.3	600.4	176.169617	35.560558
0	50.000	452.0	4.3	25000	244.3	600.4	176.281433	35.536968
0	50.000	453.0	4.3	25000	244.3	600.4	176.353027	35.514763
0	50.000	454.0	4.4	25000	244.3	600.4	176.414276	35.513317
0	50.000	455.0	4.4	25000	244.3	600.4	176.504898	35.495064
0	50.000	456.0	4.4	25000	244.3	600.4	176.578110	35.477348
0	50.000	457.0	4.4	25000	244.3	600.4	176.656662	35.471214
0	50.000	458.0	4.4	25000	244.3	600.4	176.728104	35.451515
0	50.000	459.0	4.4	25000	244.3	600.4	176.804123	35.435730
0	50.000	460.0	4.4	25000	244.3	600.4	176.870560	35.423576
0	50.000	461.0	4.4	25000	244.3	600.4	176.923584	35.409615
0	50.000	462.0	4.4	25000	244.3	600.4	177.021744	35.378403
0	50.000	463.0	4.4	25000	244.3	600.4	177.098389	35.365364
0	50.000	464.0	4.4	25000	244.3	600.4	177.149200	35.346375
0	50.000	465.0	4.4	25000	244.3	600.4	177.208435	35.341156
0	50.000	466.0	4.4	25000	244.3	600.4	177.278107	35.309208
0	50.000	467.0	4.4	25000	244.3	600.4	177.308243	35.291065
0	50.000	468.0	4.4	25000	244.3	600.4	177.381134	35.268982
0	50.000	469.0	4.4	25000	244.3	600.4	177.447388	35.249405
0	50.000	470.0	4.4	25000	244.3	600.4	177.506668	35.231316
0	50.000	471.0	4.4	25000	244.3	600.4	177.576019	35.206356
0	50.000	472.0	4.4	25000	244.3	600.4	177.612717	35.191086
0	50.000	473.0	4.3	25000	244.3	600.4	177.686356	35.160831
0	50.000	474.0	4.3	25000	244.3	600.4	177.727264	35.151134
0	50.000	475.0	4.3	25000	244.3	600.4	177.770325	35.129620
0	50.000	476.0	4.4	25000	244.3	600.4	177.815323	35.117901
0	50.000	477.0	4.4	25000	244.3	600.4	177.869370	35.101395
0	50.000	478.0	4.4	25000	244.3	600.4	177.901459	35.077789
0	50.000	479.0	4.4	25000	244.3	600.4	177.949219	35.059395
0	50.000	480.0	4.4	25000	244.3	600.4	177.990997	35.037247
0	50.000	481.0	4.4	25000	244.3	600.4	178.020767	35.016285
0	50.000	482.0	4.4	25000	244.3	600.4	178.077133	34.985420
0	50.000	483.0	4.4	25000	244.3	600.4	178.119980	34.964664
0	50.000	484.0	4.3	25000	244.3	600.4	178.160080	34.932251
0	50.000	485.0	4.3	25000	244.3	600.4	178.193054	34.896145
0	50.000	486.0	4.3	25000	244.3	600.4	178.235641	34.868908
0	50.000	487.0	4.3	25000	244.3	600.4	178.275009	34.844849
0	50.000	488.0	4.3	25000	244.3	600.4	178.334137	34.812767
0	50.000	489.0	4.3	25000	244.3	600.4	178.385742	34.781677
0	50.000	490.0	4.3	25000	244.3	600.4	178.422165	34.751251
0	50.000	491.0	4.3	25000	244.3	600.4	178.473663	34.724045
0	50.000	492.0	4.3	25000	244.3	600.4	178.513031	34.691662
0	50.000	493.0	4.3	25000	244.3	600.4	178.549301	34.660343
0	50.000	494.0	4.3	25000	244.3	600.4	178.571289	34.632362
0	50.000	495.0	4.3	25000	244.3	600.4	178.592026	34.607273
0	50.000	496.0	4.3	25000	244.3	600.4	178.623444	34.581200
0	50.000	497.0	4.3	25000	244.3	600.4	178.629669	34.547997
0	50.000	498.0	4.3	25000	244.3	600.4	178.653168	34.522144
0	50.000	499.0	4.3	25000	244.3	600.4	178.673828	34.493069
0	50.000	500.0	4.3	25000	244.3	600.4	178.693939	34.457756
0	50.000	501.0	4.3	25000	244.3	600.4	178.706299	34.427979
0	50.000	502.0	4.3	25000	244.3	600.4	178.722275	34.395199
0	50.000	503.0	4.3	25000	244.3	600.4	178.735870	34.359768
0	50.000	504.0	4.3	25000	244.3	600.4	178.758148	34.321404
0	50.000	505.0	4.3	25000	244.3	600.4	178.772858	34.293907
0	50.000	506.0	4.3	25000	244.3	600.4	178.797089	34.259190
0	50.000	507.0	4.3	25000	244.3	600.4	178.839447	34.216885
0	50.000	508.0	4.3	25000	244.3	600.4	178.878098	34.188248
0	50.000	509.0	4.3	25000	244.3	600.4	178.950928	34.153343
0	50.000	510.0	4.3	25000	244.3	600.4	178.978302	34.133503
0	50.000	511.0	4.3	25000	244.3	600.4	179.053818	34.105106
0	50.000	512.0	4.3	25000	244.3	600.4	179.091980	34.079498
0	50.000	513.0	4.3	25000	244.3	600.4	179.135025	34.064018
0	50.000	514.0	4.3	25000	244.3	600.4	179.204071	34.043045
0	50.000	515.0	4.3	25000	244.3	600.4	179.217300	34.012043
0	50.000	516.0	4.3	25000	244.3	600.4	179.217712	33.971249
0	50.000	517.0	4.3	25000	244.3	600.4	179.246674	33.931198
0	50.000	518.0	4.3	25000	244.3	600.4	179.179962	33.892693
0	50.000	519.0	4.3	25000	244.3	600.4	179.173416	33.851616
0	50.000	520.0	4.3	25000	244.3	600.4	179.146622	33.819946
0	50.000	521.0	4.3	25000	244.3	600.4	179.141144	33.778618
0	50.000	522.0	4.3	25000	244.3	600.4	179.158569	33.740902
0	50.000	523.0	4.3	25000	244.3	600.4	179.164658	33.697094
0	50.000	524.0	4.3	25000	244.3	600.4	179.166199	33.666389
0	50.000	525.0	4.3	25000	244.3	600.4	179.163925	33.639633
0	50.000	526.0	4.3	25000	244.3	600.4	179.166733	33.604637
0	50.000	527.0	4.3	25000	244.3	600.4	179.176590	33.577408
0	50.000	528.0	4.3	25000	244.3	600.4	179.189453	33.548420
0	50.000	529.0	4.3	25000	244.3	600.4	179.205811	33.509155
0	50.000	530.0	4.3	25000	244.3	600.4	179.213928	33.465160
0	50.000	531.0	4.3	25000	244.3	600.4	179.224594	33.426437
0	50.000	532.0	4.3	25000	244.3	600.4	179.190140	33.384083
0	50.000	533.0	4.2	25000	244.3	600.4	179.160919	33.353802
