#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	25000	244.3	600.4	168.543182	35.959957
0	50.000	361.0	4.4	25000	244.3	600.4	168.375916	36.575954
0	50.000	362.0	4.4	25000	244.3	600.4	168.592255	36.620327
0	50.000	363.0	4.4	25000	244.3	600.4	168.647125	36.628208
0	50.000	364.0	4.4	25000	244.3	600.4	168.980408	36.686108
0	50.000	365.0	4.4	25000	244.3	600.4	169.095581	36.555130
0	50.000	366.0	4.4	25000	244.3	600.4	168.959961	36.515205
0	50.000	367.0	4.5	25000	244.3	600.4	168.845001	36.470905
0	50.000	368.0	4.5	25000	244.3	600.4	168.964233	36.499962
0	50.000	369.0	4.5	25000	244.3	600.4	169.016174	36.499626
0	50.000	370.0	4.5	25000	244.3	600.4	169.214401	36.472656
0	50.000	371.0	4.4	25000	244.3	600.4	169.485397	36.563969
0	50.000	372.0	4.3	25000	244.3	600.4	169.531799	36.453526
0	50.000	373.0	4.1	25000	244.3	600.4	169.517487	36.345882
0	50.000	374.0	4.0	25000	244.3	600.4	169.545700	36.461140
0	50.000	375.0	3.9	25000	244.3	600.4	169.761246	36.609489
0	50.000	376.0	4.0	25000	244.3	600.4	169.848328	36.743935
0	50.000	377.0	4.2	25000	244.3	600.4	169.895355	36.725597
0	50.000	378.0	4.4	25000	244.3	600.4	169.952408	36.757408
0	50.000	379.0	4.6	25000	244.3	600.4	170.060776	36.748959
0	50.000	380.0	4.6	25000	244.3	600.4	170.292114	36.777874
0	50.000	381.0	4.6	25000	244.3	600.4	170.352951	36.800709
0	50.000	382.0	4.6	25000	244.3	600.4	170.349472	36.766830
0	50.000	383.0	4.5	25000	244.3	600.4	170.538788	36.744656
0	50.000	384.0	4.5	25000	244.3	600.4	170.633835	36.812103
0	50.000	385.0	4.5	25000	244.3	600.4	170.691208	36.793011
0	50.000	386.0	4.5	25000	244.3	600.4	170.866730	36.809250
0	50.000	387.0	4.5	25000	244.3	600.4	170.873444	36.810230
0	50.000	388.0	4.5	25000	244.3	600.4	170.979752	36.813110
0	50.000	389.0	4.5	25000	244.3	600.4	171.065125	36.797176
0	50.000	390.0	4.5	25000	244.3	600.4	171.099701	36.796829
0	50.000	391.0	4.5	25000	244.3	600.4	171.199142	36.774086
0	50.000	392.0	4.5	25000	244.3	600.4	171.292191	36.783840
0	50.000	393.0	4.5	25000	244.3	600.4	171.401642	36.789555
0	50.000	394.0	4.5	25000	244.3	600.4	171.464539	36.775826
0	50.000	395.0	4.5	25000	244.3	600.4	171.568207	36.778915
0	50.000	396.0	4.5	25000	244.3	600.4	171.644272	36.761749
0	50.000	397.0	4.6	25000	244.3	600.4	171.734131	36.733940
0	50.000	398.0	4.6	25000	244.3	600.4	171.794937	36.710915
0	50.000	399.0	4.6	25000	244.3	600.4	171.853760	36.707958
0	50.000	400.0	4.6	25000	244.3	600.4	171.921021	36.659966
0	50.000	401.0	4.6	25000	244.3	600.4	171.983887	36.608784
0	50.000	402.0	4.5	25000	244.3	600.4	172.058670	36.598225
0	50.000	403.0	4.5	25000	244.3	600.4	172.144165	36.542236
0	50.000	404.0	4.5	25000	244.3	600.4	172.198135	36.527821
0	50.000	405.0	4.5	25000	244.3	600.4	172.269821	36.504906
0	50.000	406.0	4.5	25000	244.3	600.4	172.312897	36.477177
0	50.000	407.0	4.5	25000	244.3	600.4	172.359406	36.462132
0	50.000	408.0	4.5	25000	244.3	600.4	172.418808	36.422695
0	50.000	409.0	4.6	25000	244.3	600.4	172.474075	36.406441
0	50.000	410.0	4.6	25000	244.3	600.4	172.506332	36.387177
0	50.000	411.0	4.6	25000	244.3	600.4	172.556305	36.365395
0	50.000	412.0	4.5	25000	244.3	600.4	172.611420	36.329952
0	50.000	413.0	4.5	25000	244.3	600.4	172.673492	36.314716
0	50.000	414.0	4.5	25000	244.3	600.4	172.695709	36.297146
0	50.000	415.0	4.5	25000	244.3	600.4	172.748672	36.282234
0	50.000	416.0	4.5	25000	244.3	600.4	172.783554	36.249226
0	50.000	417.0	4.5	25000	244.3	600.4	172.818130	36.237133
0	50.000	418.0	4.5	25000	244.3	600.4	172.888031	36.213577
0	50.000	419.0	4.5	25000	244.3	600.4	172.935898	36.205654
0	50.000	420.0	4.5	25000	244.3	600.4	172.974915	36.199848
0	50.000	421.0	4.5	25000	244.3	600.4	173.045822	36.192688
0	50.000	422.0	4.5	25000	244.3	600.4	173.110626	36.185162
0	50.000	423.0	4.5	25000	244.3	600.4	173.177521	36.171509
0	50.000	424.0	4.5	25000	244.3	600.4	173.254044	36.158524
0	50.000	425.0	4.5	25000	244.3	600.4	173.332153	36.154514
0	50.000	426.0	4.5	25000	244.3	600.4	173.411728	36.137268
0	50.000	427.0	4.5	25000	244.3	600.4	173.494308	36.127831
0	50.000	428.0	4.5	25000	244.3	600.4	173.584763	36.116657
0	50.000	429.0	4.5	25000	244.3	600.4	173.664795	36.109756
0	50.000	430.0	4.5	25000	244.3	600.4	173.759918	36.088837
0	50.000	431.0	4.5	25000	244.3	600.4	173.853256	36.082783
0	50.000	432.0	4.5	25000	244.3	600.4	173.941605	36.066704
0	50.000	433.0	4.5	25000	244.3	600.4	174.047562	36.049900
0	50.000	434.0	4.5	25000	244.3	600.4	174.154510	36.031590
0	50.000	435.0	4.5	25000	244.3	600.4	174.246353	36.019344
0	50.000	436.0	4.5	25000	244.3	600.4	174.342407	35.997700
0	50.000	437.0	4.5	25000	244.3	600.4	174.446472	35.970165
0	50.000	438.0	4.5	25000	244.3	600.4	174.543030	35.943260
0	50.000	439.0	4.5	25000	244.3	600.4	174.630341	35.920303
0	50.000	440.0	4.5	25000	244.3	600.4	174.717163	35.893780
0	50.000	441.0	4.5	25000	244.3	600.4	174.826523	35.871746
0	50.000	442.0	4.5	25000	244.3	600.4	174.918793	35.858131
0	50.000	443.0	4.5	25000	244.3	600.4	175.014404	35.831390
0	50.000	444.0	4.5	25000	244.3	600.4	175.103210	35.808029
0	50.000	445.0	4.5	25000	244.3	600.4	175.207581	35.778542
0	50.000	446.0	4.5	25000	244.3	600.4	175.289749	35.750866
0	50.000	447.0	4.5	25000	244.3	600.4	175.389236	35.729435
0	50.000	448.0	4.4	25000	244.3	600.4	175.464508	35.708527
0	50.000	449.0	4.4	25000	244.3	600.4	175.535873	35.683666
0	50.000	450.0	4.3	25000	244.3	600.4	175.649017	35.457714
0	50.000	451.0	4.3	25000	244.3	600.4	175.685028	35.451664
0	50.000	452.0	4.3	25000	244.3	600.4	175.777679	35.442318
0	50.000	453.0	4.3	25000	244.3	600.4	175.876373	35.428116
0	50.000	454.0	4.4	25000	244.3	600.4	175.956650	35.416569
0	50.000	455.0	4.4	25000	244.3	600.4	176.030685	35.404873
0	50.000	456.0	4.4	25000	244.3	600.4	176.112488	35.400711
0	50.000	457.0	4.4	25000	244.3	600.4	176.192230	35.388657
0	50.000	458.0	4.4	25000	244.3	600.4	176.272995	35.380280
0	50.000	459.0	4.4	25000	244.3	600.4	176.357758	35.365189
0	50.000	460.0	4.4	25000	244.3	600.4	176.422440	35.348927
0	50.000	461.0	4.4	25000	244.3	600.4	176.484604	35.332695
0	50.000	462.0	4.4	25000	244.3	600.4	176.544815	35.323792
0	50.000	463.0	4.4	25000	244.3	600.4	176.626236	35.301762
0	50.000	464.0	4.4	25000	244.3	600.4	176.695480	35.294529
0	50.000	465.0	4.4	25000	244.3	600.4	176.759354	35.266560
0	50.000	466.0	4.4	25000	244.3	600.4	176.814224	35.259716
0	50.000	467.0	4.4	25000	244.3	600.4	176.901093	35.233406
0	50.000	468.0	4.4	25000	244.3	600.4	176.939819	35.228008
0	50.000	469.0	4.4	25000	244.3	600.4	177.016403	35.207504
0	50.000	470.0	4.4	25000	244.3	600.4	177.074905	35.187485
0	50.000	471.0	4.4	25000	244.3	600.4	177.134262	35.173691
0	50.000	472.0	4.4	25000	244.3	600.4	177.196289	35.147243
0	50.000	473.0	4.3	25000	244.3	600.4	177.266602	35.131939
0	50.000	474.0	4.3	25000	244.3	600.4	177.340256	35.109909
0	50.000	475.0	4.3	25000	244.3	600.4	177.393570	35.095497
0	50.000	476.0	4.4	25000	244.3	600.4	177.429672	35.083508
0	50.000	477.0	4.4	25000	244.3	600.4	177.469055	35.074249
0	50.000	478.0	4.4	25000	244.3	600.4	177.526093	35.056801
0	50.000	479.0	4.4	25000	244.3	600.4	177.558197	35.036579
0	50.000	480.0	4.4	25000	244.3	600.4	177.603409	35.015343
0	50.000	481.0	4.4	25000	244.3	600.4	177.651428	34.991230
0	50.000	482.0	4.4	25000	244.3	600.4	177.671753	34.972908
0	50.000	483.0	4.4	25000	244.3	600.4	177.717682	34.935806
0	50.000	484.0	4.3	25000	244.3	600.4	177.757965	34.907589
0	50.000	485.0	4.3	25000	244.3	600.4	177.838501	34.884243
0	50.000	486.0	4.3	25000	244.3	600.4	177.889175	34.854023
0	50.000	487.0	4.3	25000	244.3	600.4	177.954559	34.820988
0	50.000	488.0	4.3	25000	244.3	600.4	178.011688	34.790268
0	50.000	489.0	4.3	25000	244.3	600.4	178.129303	34.755692
0	50.000	490.0	4.3	25000	244.3	600.4	178.198578	34.714031
0	50.000	491.0	4.3	25000	244.3	600.4	178.255814	34.688778
0	50.000	492.0	4.3	25000	244.3	600.4	178.293365	34.660992
0	50.000	493.0	4.3	25000	244.3	600.4	178.321365	34.633816
0	50.000	494.0	4.3	25000	244.3	600.4	178.362213	34.608326
0	50.000	495.0	4.3	25000	244.3	600.4	178.382950	34.585144
0	50.000	496.0	4.3	25000	244.3	600.4	178.404205	34.558002
0	50.000	497.0	4.3	25000	244.3	600.4	178.415253	34.531906
0	50.000	498.0	4.3	25000	244.3	600.4	178.439713	34.506001
0	50.000	499.0	4.3	25000	244.3	600.4	178.457901	34.474983
0	50.000	500.0	4.3	25000	244.3	600.4	178.465836	34.444534
0	50.000	501.0	4.3	25000	244.3	600.4	178.465698	34.413521
0	50.000	502.0	4.3	25000	244.3	600.4	178.490021	34.382355
0	50.000	503.0	4.3	25000	244.3	600.4	178.498459	34.348850
0	50.000	504.0	4.3	25000	244.3	600.4	178.522873	34.314899
0	50.000	505.0	4.3	25000	244.3	600.4	178.560776	34.279797
0	50.000	506.0	4.3	25000	244.3	600.4	178.584000	34.252617
0	50.000	507.0	4.3	25000	244.3	600.4	178.615707	34.218067
0	50.000	508.0	4.3	25000	244.3	600.4	178.668228	34.187763
0	50.000	509.0	4.3	25000	244.3	600.4	178.681473	34.154781
0	50.000	510.0	4.3	25000	244.3	600.4	178.749496	34.135166
0	50.000	511.0	4.3	25000	244.3	600.4	178.940186	34.113602
0	50.000	512.0	4.3	25000	244.3	600.4	179.012131	34.089848
0	50.000	513.0	4.3	25000	244.3	600.4	179.053619	34.063789
0	50.000	514.0	4.3	25000	244.3	600.4	179.011749	34.046726
0	50.000	515.0	4.3	25000	244.3	600.4	179.052002	34.027683
0	50.000	516.0	4.3	25000	244.3	600.4	179.038055	33.994770
0	50.000	517.0	4.3	25000	244.3	600.4	179.062164	33.959248
0	50.000	518.0	4.3	25000	244.3	600.4	179.133209	33.914463
0	50.000	519.0	4.3	25000	244.3	600.4	179.101364	33.869946
0	50.000	520.0	4.3	25000	244.3	600.4	178.987671	33.826126
0	50.000	521.0	4.3	25000	244.3	600.4	178.966324	33.790222
0	50.000	522.0	4.3	25000	244.3	600.4	178.979309	33.758072
0	50.000	523.0	4.3	25000	244.3	600.4	179.005249	33.730400
0	50.000	524.0	4.3	25000	244.3	600.4	179.023880	33.698692
0	50.000	525.0	4.3	25000	244.3	600.4	179.040817	33.664051
0	50.000	526.0	4.3	25000	244.3	600.4	179.052765	33.625324
