Meta Data
Label,Value,
Date,8/12/2024
Profile,HillsAndValleys
ScanDuration,22.3267 s
ScanLength,1004.39 µm
ScanResolution,0.149976 µm
ScanType,Standard Scan
StylusForce,13 mg
StylusScanRange,6.5 µm
StylusType,Radius: 2 μm
Time,12:31:18 PM


Data Leveling Position
R Cursor Position,NaN µm
R Cursor Width,0 µm
M Cursor Position,NaN µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(Å),,
0,0,,
0.14997610862268,-3.02703796438156,,
0.29995221724536,-5.54872309241223,,
0.44992832586804,-8.74298030481623,,
0.599904434490721,-4.88421265800901,,
0.749880543113401,-7.02382960814409,,
0.899856651736081,-4.87649482035437,,
1.04983276035876,-10.0210271028231,,
1.19980886898144,-7.15360291621928,,
1.34978497760412,-6.85127585894372,,
1.4997610862268,-3.3562844864809,,
1.64973719484948,-6.22612445703549,,
1.79971330347216,-4.43450456365328,,
1.94968941209484,-3.64043119779674,,
2.09966552071752,-2.06789157314384,,
2.2496416293402,-2.57475368298349,,
2.39961773796288,-3.70164968954417,,
2.54959384658556,-3.31333798804671,,
2.69956995520824,-3.41360955637755,,
2.84954606383092,-0.760940993159213,,
2.9995221724536,-2.00161526820566,,
3.14949828107628,0.529583344417444,,
3.29947438969896,0.622030260603637,,
3.44945049832164,4.88981126387269,,
3.59942660694432,4.32385869110276,,
3.749402715567,7.06177730375449,,
3.89937882418968,5.54522856730501,,
4.04935493281236,7.77305241817547,,
4.19933104143504,9.31233370023578,,
4.34930715005772,9.43350583711346,,
4.4992832586804,8.7450405913031,,
4.64925936730308,8.97306690175453,,
4.79923547592576,12.0073897474567,,
4.94921158454845,11.5141721071292,,
5.09918769317113,13.2976756634317,,
5.24916380179381,12.9585204523389,,
5.39913991041649,14.0774940443577,,
5.54911601903917,13.5042522211983,,
5.69909212766185,15.9983232592568,,
5.84906823628453,13.2003104558435,,
5.99904434490721,13.9625520957291,,
6.14902045352989,12.0724199909481,,
6.29899656215257,15.536547351475,,
6.44897267077525,13.3026670244868,,
6.59894877939793,11.0032825181421,,
6.74892488802061,8.68029081815896,,
6.89890099664329,6.37458794958113,,
7.04887710526597,5.52019430681037,,
7.19885321388865,1.70009900336006,,
7.34882932251133,0.334747466670175,,
7.49880543113401,-5.0212000930304,,
7.64878153975669,-4.29721532356417,,
7.79875764837937,-8.63577385745185,,
7.94873375700205,-8.32504228079668,,
8.09870986562473,-12.3785820960694,,
8.24868597424741,-12.1858388057777,,
8.39866208287009,-10.307844052596,,
8.54863819149277,-10.238190601033,,
8.69861430011545,-11.1214371683461,,
8.84859040873813,-11.5904506639063,,
8.99856651736081,-10.350376387221,,
9.14854262598349,-10.094383808461,,
9.29851873460617,-8.17056435296081,,
9.44849484322885,-9.1053268144997,,
9.59847095185153,-10.0113972223346,,
9.74844706047421,-12.370690592546,,
9.89842316909689,-9.27331467971045,,
10.0483992777196,-12.4169183377885,,
10.1983753863423,-11.7313013555718,,
10.3483514949649,-13.5222099882825,,
10.4983276035876,-12.6579546233541,,
10.6483037122103,-13.7622521338342,,
10.798279820833,-14.8831461064205,,
10.9482559294557,-15.8267012396946,,
11.0982320380783,-16.764937490593,,
11.248208146701,-16.0895142249416,,
11.3981842553237,-16.7593701468352,,
11.5481603639464,-15.4672917370439,,
11.6981364725691,-17.5799435957262,,
