% Model:              Membran2D3D25membranethickness.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 4 2025, 21:14
% Dimension:          2
% Nodes:              232
% Expressions:        1
% Description:        Displacement field, Z component
% Length unit:        µm
% cpl1x                   cpl1y                    w (µm) @ memb_thick=2.5, edge_width=200, m_stylus=10, circ_pos=80
58.295653396471764        58.29565339647178        -0.01784917559556561
58.08732666971562         58.08732666971562        -0.018186512747755314
57.977211920680006        57.977211920680006       -0.018369857777717314
57.81973000080866         57.81973000080866        -0.018627201067123535
57.68459474177375         57.68459474177374        -0.018834799354527493
-499.9999999999999        -499.9999999999999       0
-461.2067152521843        -461.20671525218427      -7.105958176730137E-7
-452.4204553688842        -452.4204553688841       -5.991296004140266E-7
-431.5447876735226        -431.5447876735226       -8.983102511861313E-7
-404.838991288963         -404.838991288963        -8.716547975724235E-7
-401.64570269430715       -401.6457026943071       -8.434548955432544E-7
-399.493919985778         -399.493919985778        -8.30140857845769E-7
-89.49706506247321        -89.49706506247321       5.935120174750784E-7
-84.53306774855172        -84.5330677485517        1.117947642166155E-6
-82.77014234899576        -82.77014234899575       1.3399236285725083E-6
-359.00585409924906       -359.00585409924906      -8.91585601847253E-7
-348.6244860021648        -348.6244860021649       -8.822320401266772E-7
-94.78850254371831        -94.7885025437183        1.707955414590106E-7
-100.32237682104027       -100.32237682104025      -1.5673954286573095E-7
-79.85231213485308        -79.85231213485308       1.740202543911668E-6
-77.7946544699767         -77.7946544699767        2.0417346159900407E-6
-76.7860734527808         -76.78607345278081       2.181103598695709E-6
-300.39085057594815       -300.3908505759482       -8.853845108763729E-7
-299.4376540979375        -299.4376540979375       -8.850749703732884E-7
-106.57061237712182       -106.57061237712182      -4.186731695836294E-7
-111.81880255172229       -111.81880255172227      -5.742760140160271E-7
-74.22390061014687        -74.22390061014687       2.3093287360154924E-6
-73.22811710475948        -73.22811710475948       2.0794930930521205E-6
-298.53403657094134       -298.5340365709413       -8.848618419611034E-7
-250.3955045841206        -250.3955045841206       -8.849554311300209E-7
-129.30148155078248       -129.30148155078246      -8.149645977954983E-7
-151.6015142324374        -151.6015142324374       -8.657499018541013E-7
-118.28947935252698       -118.28947935252697      -6.982457994051883E-7
-225.57002030629616       -225.57002030629616      -8.799182662984362E-7
-171.4324416577674        -171.4324416577674       -8.681051270776814E-7
-161.32303123321648       -161.3230312332165       -8.68887919205862E-7
-72.31220481973702        -72.31220481973702       1.4107573672436246E-6
-70.69065173831274        -70.69065173831254       -5.215468213075402E-6
-196.98364707219895       -196.98364707219892      -8.743274303068554E-7
-69.66432751701169        -69.66432751701169       -1.857595499845356E-5
-68.7132142491325         -68.71321424913252       -3.8938906221385766E-5
-68.66329918478478        -68.66329918478479       -4.0210963269757954E-5
-68.62213085506811        -68.62213085506812       -4.127371272050524E-5
-67.62107981550304        -67.62107981550304       -7.114125195319167E-5
-67.13254921018819        -67.13254921018819       -8.849517393222333E-5
-66.25334310713018        -66.25334310713019       -1.2419591433454234E-4
-65.88309264956666        -65.88309264956666       -1.4092478199912142E-4
-64.71109894417805        -64.71109894417806       -2.0031133001251964E-4
-65.20536511861992        -65.20536511861994       -1.7408189502956004E-4
-64.43605854369166        -64.43605854369166       -2.156466168801852E-4
-63.53207415898017        -63.53207415898015       -2.696873492898185E-4
-62.733018169929          -62.73301816992899       -3.220282346273281E-4
-62.051688489551935       -62.051688489551935      -3.699784362669951E-4
499.9999999999999         499.9999999999999        1.1999700565720362E-36
462.11904772907565        462.1190477290757        -8.007054999726179E-7
-60.99309297547245        -60.99309297547244       -4.5039418692903194E-4
-59.867815255113          -59.867815255112994      -5.435824720717795E-4
450.06561853961955        450.0656185396195        -6.759370551125576E-7
433.09829522028224        433.09829522028224       -8.904902477720333E-7
-58.5485536889519         -58.548553688951884      -6.626527259222737E-4
-57.65746389855128        -57.65746389855126       -7.489324510155839E-4
406.8683304081414         406.86833040814133       -8.477014138751461E-7
404.86858214497636        404.86858214497636       -8.242390955674591E-7
-56.867996144293265       -56.86799614429326       -8.292248140102319E-4
-55.5392557893947         -55.53925578939469       -9.723239226767665E-4
402.7970809398303         402.79708093983027       -8.194142304155422E-7
373.445285961653          373.445285961653         -9.009890564664676E-7
353.2174518048988         353.21745180489893       -8.901641913679334E-7
-54.301277277296336       -54.30127727729633       -0.001114442641114798
-53.15718891213175        -53.15718891213174       -0.0012531545299409657
330.6845660527718         330.68456605277186       -8.905916166478247E-7
306.9665897844655         306.96658978446555       -8.955408270000092E-7
277.27954199079113        277.27954199079113       -8.984410366102966E-7
275.1343562166617         275.1343562166617        -8.987863123191245E-7
-51.97655618561926        -51.976556185619245      -0.0014035900960985936
-50.21367810834012        -50.21367810834012       -0.0016415521132565269
270.08221772482705        270.08221772482705       -9.00759277128159E-7
243.58141080393062        243.58141080393065       -9.115562405495412E-7
-48.108985031198046       -48.108985031198046      -0.001946069736428865
-46.9402199121527         -46.9402199121527        -0.0021245785680959056
228.66189643082922        228.66189643082922       -9.228530606180036E-7
203.27116418625454        203.27116418625457       -9.277454785297584E-7
-45.85282113115773        -45.85282113115773       -0.0022965659337075067
-43.954191390568226       -43.95419139056822       -0.0026101327397849965
168.03406112212005        168.03406112212005       -7.533655291408432E-7
158.21468719898039        158.2146871989804        -6.118332243503858E-7
-42.580264869301374       -42.580264869301374      -0.0028474562316194683
-40.80379857981617        -40.80379857981617       -0.003167020208785206
138.39434708774576        138.39434708774576       -3.6949932979138873E-7
129.72786698895567        129.7278669889557        -6.851250414802444E-7
-36.80893764229601        -36.80893764229601       -0.00393674366325845
-36.74695136265866        -36.74695136265866       -0.00394926788294177
107.58898346204384        107.58898346204384       -7.048020287119166E-6
116.0331667844436         116.03316678444364       -2.977022293182082E-6
-36.6059657242825         -36.6059657242825        -0.003977762283515319
-32.135448157242124       -32.135448157242124      -0.004924250155772294
96.4231719498061          96.42317194980612        -1.9833554380762716E-5
100.43680637253543        100.43680637253541       -1.3842403995667805E-5
-26.533448177488424       -26.53344817748842       -0.006226343963392891
-26.427837310830913       -26.427837310830917      -0.006252222691017191
-26.955607497141287       -26.955607497141287      -0.006123778196482793
88.68456631592431         88.68456631592431        -3.97177995175351E-5
92.40713233099709         92.40713233099709        -2.8370489417566987E-5
-25.779215819161703       -25.779215819161706      -0.006411387865937493
-20.107201095720335       -20.107201095720335      -0.007871253353826133
82.73599721140184         82.73599721140182        -7.116371024515289E-5
84.24559039504996         84.24559039504994        -6.108193064208226E-5
80.10086890691696         80.10086890691694        -9.582310933697348E-5
-18.61875937812218        -18.61875937812218       -0.00827576492898251
-14.06483437478418        -14.06483437478418       -0.009555647833621072
77.84700151896362         77.84700151896362        -1.2681977288677782E-4
76.73243005239036         76.73243005239037        -1.4793851970897336E-4
74.08036955253587         74.08036955253587        -2.34102187907523E-4
-8.924458954940956        -8.924458954940956       -0.011082034587378038
-7.71906930011159         -7.719069300111589       -0.011452215458699046
73.02494410702587         73.02494410702589        -2.98083192950716E-4
72.2249151693118          72.2249151693118         -3.740883248083965E-4
-6.850962448372406        -6.850962448372406       -0.011722210460680744
-1.4008962952483786       -1.400896295248379       -0.013446534994367834
70.69065173831274         70.69065173831247        -7.344714175337897E-4
