% Model:              Membran2D3D25membranethickness.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 4 2025, 21:14
% Dimension:          2
% Nodes:              257
% Expressions:        1
% Description:        Displacement field, Z component
% Length unit:        µm
% cpl1x                   cpl1y                    w (µm) @ memb_thick=2.5, edge_width=200, m_stylus=10, circ_pos=0
1.7096405629427056        1.7096405629427052       -0.13237856370764622
1.5063147939138843        1.5063147939138841       -0.13251143676198268
1.4086694257562111        1.4086694257562111       -0.1325780188530513
1.2343638125317993        1.2343638125317993       -0.1326867405952575
1.1189309619268801        1.11893096192688         -0.13274537311663023
-499.9999999999999        -499.9999999999999       0
-461.2067152521843        -461.20671525218427      -7.106281691820129E-7
-452.4204553688842        -452.4204553688841       -5.991659573132782E-7
-431.5447876735226        -431.5447876735226       -8.983658453702736E-7
-404.838991288963         -404.838991288963        -8.717471665858337E-7
-401.64570269430715       -401.6457026943071       -8.435522997412939E-7
-399.493919985778         -399.493919985778        -8.302427434332838E-7
-359.00585409924906       -359.00585409924906      -8.91822560116689E-7
-348.6244860021648        -348.6244860021649       -8.82519032305325E-7
-300.39085057594815       -300.3908505759482       -8.862129219343575E-7
-299.4376540979375        -299.4376540979375       -8.859172500711823E-7
-298.53403657094134       -298.5340365709413       -8.857245481021434E-7
-250.3955045841206        -250.3955045841206       -8.876083598182296E-7
-225.57002030629616       -225.57002030629616      -8.85314925685793E-7
-196.98364707219895       -196.98364707219892      -8.752234240935607E-7
-171.4324416577674        -171.4324416577674       -8.160894673725882E-7
-161.32303123321648       -161.3230312332165       -7.638147335181239E-7
499.9999999999999         499.9999999999999        1.1998791227133532E-36
462.11904772907565        462.1190477290757        -8.004801243720008E-7
-151.6015142324374        -151.6015142324374       -6.852856708895158E-7
-129.30148155078248       -129.30148155078246      -5.00392603735657E-7
450.06561853961955        450.0656185396195        -6.756716973386578E-7
433.09829522028224        433.09829522028224       -8.901199483306405E-7
-118.28947935252698       -118.28947935252697      -6.518880084343835E-7
-111.81880255172229       -111.81880255172227      -9.512748065648973E-7
406.8683304081414         406.86833040814133       -8.470840796801658E-7
404.86858214497636        404.86858214497636       -8.236014488774859E-7
-106.57061237712182       -106.57061237712182      -1.482997126730932E-6
-100.32237682104027       -100.32237682104025      -2.5833138799178796E-6
402.7970809398303         402.79708093983027       -8.187443920914944E-7
373.445285961653          373.445285961653         -8.997867591948405E-7
353.2174518048988         353.21745180489893       -8.882364183681765E-7
-94.78850254371831        -94.7885025437183        -4.353108002725532E-6
-89.49706506247321        -89.49706506247321       -7.254505498722989E-6
330.6845660527718         330.68456605277186       -8.874218833992725E-7
306.9665897844655         306.96658978446555       -8.902025308422564E-7
-84.53306774855172        -84.5330677485517        -1.2273910778316192E-5
-82.77014234899576        -82.77014234899575       -1.4916125318484047E-5
277.27954199079113        277.27954199079113       -8.87510440390731E-7
275.1343562166617         275.1343562166617        -8.873870577574994E-7
-79.85231213485308        -79.85231213485308       -2.1669190930974687E-5
-77.7946544699767         -77.7946544699767        -2.888472027950628E-5
270.08221772482705        270.08221772482705       -8.875435203127145E-7
243.58141080393062        243.58141080393065       -8.87155068275739E-7
228.66189643082922        228.66189643082922       -8.853946681084032E-7
-74.22390061014687        -74.22390061014687       -5.628029997557585E-5
-76.7860734527808         -76.78607345278081       -3.383734332011373E-5
203.27116418625454        203.27116418625457       -8.787474222857907E-7
168.03406112212005        168.03406112212005       -7.965750334442405E-7
-72.31220481973702        -72.31220481973702       -9.882185347755647E-5
-73.22811710475948        -73.22811710475948       -7.31086325646052E-5
158.21468719898039        158.2146871989804        -7.323707738214858E-7
138.39434708774576        138.39434708774576       -5.365205825607326E-7
129.72786698895567        129.7278669889557        -4.851940496326204E-7
-70.69065173831274        -70.69065173831254       -2.4030091737638773E-4
116.0331667844436         116.03316678444364       -7.048315125600268E-7
107.58898346204384        107.58898346204384       -1.3651846399656092E-6
-69.6226853925373         -69.62268539253729       -4.934695775680592E-4
100.43680637253543        100.43680637253541       -2.6556939410518733E-6
96.4231719498061          96.42317194980612        -3.8795263261751536E-6
-68.85624065472204        -68.85624065472204       -7.712382736761813E-4
-68.76909034617654        -68.76909034617653       -8.076572326326708E-4
92.40713233099709         92.40713233099709        -5.716382873129485E-6
88.68456631592431         88.68456631592431        -8.264316255375235E-6
-67.72506870371465        -67.72506870371467       -0.001316440631578864
-67.63083621054773        -67.63083621054773       -0.0013688962704168145
84.24559039504996         84.24559039504994        -1.3307135933925518E-5
82.73599721140184         82.73599721140182        -1.574613198893856E-5
-66.48876334810676        -66.48876334810674       -0.0020871538074388064
-65.86362634168795        -65.86362634168793       -0.0025434893938484976
77.84700151896362         77.84700151896362        -3.0093469647745842E-5
