% Model:              Membran2D3D25membranethickness.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 4 2025, 21:29
% Dimension:          2
% Nodes:              244
% Expressions:        1
% Description:        Displacement field, Z component
% Length unit:        µm
% cpl1x                   cpl1y                    w (µm) @ memb_thick=2.5, edge_width=200, m_stylus=1, circ_pos=60
43.83507629694905         43.835076296949055       -0.005703045137474979
43.95074534180914         43.95074534180914        -0.005678945153057911
44.19104001390585         44.19104001390585        -0.005629548458679142
43.676748934159136        43.67674893415914        -0.005735468598967019
43.549120231314326        43.54912023131433        -0.005760217962361112
-499.9999999999999        -499.9999999999999       0
-461.2067152521843        -461.20671525218427      -7.10646727732689E-7
-452.4204553688842        -452.4204553688841       -5.991868385863805E-7
-431.5447876735226        -431.5447876735226       -8.983975856979143E-7
-404.838991288963         -404.838991288963        -8.718001990565825E-7
-401.64570269430715       -401.6457026943071       -8.436082847548846E-7
-399.493919985778         -399.493919985778        -8.303014782411383E-7
-359.00585409924906       -359.00585409924906      -8.919638019228419E-7
-348.6244860021648        -348.6244860021649       -8.826886483028344E-7
-300.39085057594815       -300.3908505759482       -8.867051951003758E-7
-299.4376540979375        -299.4376540979375       -8.864175512279373E-7
-298.53403657094134       -298.5340365709413       -8.862473166775957E-7
-250.3955045841206        -250.3955045841206       -8.889923693125888E-7
-225.57002030629616       -225.57002030629616      -8.881840843503788E-7
-196.98364707219895       -196.98364707219892      -8.874531001716651E-7
-171.4324416577674        -171.4324416577674       -8.860067498030348E-7
-161.32303123321648       -161.3230312332165       -8.85429661869644E-7
-151.6015142324374        -151.6015142324374       -8.840996286833662E-7
-129.30148155078248       -129.30148155078246      -8.755486371846702E-7
-118.28947935252698       -118.28947935252697      -8.630656665228927E-7
-111.81880255172229       -111.81880255172227      -8.515147311917458E-7
-106.57061237712182       -106.57061237712182      -8.389715463922742E-7
-100.32237682104027       -100.32237682104025      -8.203834103582809E-7
-94.78850254371831        -94.7885025437183        -8.020312078254034E-7
-89.49706506247321        -89.49706506247321       -7.859945628279607E-7
-84.53306774855172        -84.5330677485517        -7.83780273044436E-7
-82.77014234899576        -82.77014234899575       -7.892828841242382E-7
-79.85231213485308        -79.85231213485308       -8.240843488818632E-7
-77.7946544699767         -77.7946544699767        -8.768652669030064E-7
499.9999999999999         499.9999999999999        1.1998955682617567E-36
462.11904772907565        462.1190477290757        -8.00520874420363E-7
-76.7860734527808         -76.78607345278081       -9.215140386940644E-7
-74.22390061014687        -74.22390061014687       -1.1863126692244924E-6
450.06561853961955        450.0656185396195        -6.757196819899712E-7
433.09829522028224        433.09829522028224       -8.901868867364439E-7
-73.22811710475948        -73.22811710475948       -1.425453996499619E-6
-72.31220481973702        -72.31220481973702       -1.8303114463825333E-6
406.8683304081414         406.86833040814133       -8.471957334763108E-7
404.86858214497636        404.86858214497636       -8.237167783385361E-7
-70.69065173831274        -70.69065173831254       -4.4278807033037015E-6
402.7970809398303         402.79708093983027       -8.188655480595226E-7
373.445285961653          373.445285961653         -9.000042977134566E-7
353.2174518048988         353.21745180489893       -8.885865121813393E-7
-69.6758529124043         -69.67585291240428       -9.040514788068876E-6
330.6845660527718         330.68456605277186       -8.879985429474369E-7
306.9665897844655         306.96658978446555       -8.911686945371452E-7
-68.81957946870614        -68.81957946870614       -1.516596546852575E-5
-68.66892990144345        -68.66892990144345       -1.644603372187414E-5
277.27954199079113        277.27954199079113       -8.894213495269191E-7
275.1343562166617         275.1343562166617        -8.893718741572159E-7
-68.52654210068904        -68.52654210068904       -1.7708462039541112E-5
-67.64425042515923        -67.64425042515921       -2.667218642973486E-5
270.08221772482705        270.08221772482705       -8.898317958246298E-7
243.58141080393062        243.58141080393065       -8.911958208312789E-7
228.66189643082922        228.66189643082922       -8.914853262911536E-7
-67.05336013328527        -67.05336013328528       -3.37592345552791E-5
-66.51225383970895        -66.51225383970896       -4.099459960934012E-5
203.27116418625454        203.27116418625457       -8.91703640330192E-7
168.03406112212005        168.03406112212005       -8.744633163810754E-7
-65.352311335441          -65.352311335441         -5.884509935467088E-5
-65.3517253878578         -65.35172538785778       -5.8854913769964875E-5
158.21468719898039        158.2146871989804        -8.602549979559225E-7
138.39434708774576        138.39434708774576       -8.280308782317843E-7
129.72786698895567        129.7278669889557        -8.417179381759626E-7
-65.34849996295605        -65.34849996295604       -5.890898425603922E-5
-63.8215424875732         -63.8215424875732        -8.71234354135701E-5
-63.58228772712319        -63.58228772712319       -9.201714406683619E-5
107.58898346204384        107.58898346204384       -1.293777788127055E-6
116.0331667844436         116.03316678444364       -9.965665484912883E-7
-63.1269346910325         -63.12693469103251       -1.016745808453008E-4
-61.63850838792265        -61.63850838792264       -1.36299680349732E-4
96.4231719498061          96.42317194980612        -2.252198660007199E-6
100.43680637253543        100.43680637253541       -1.8012457673561597E-6
-60.11227206136019        -60.11227206136018       -1.7653682259880383E-4
-59.48465675427511        -59.4846567542751        -1.9443413145126096E-4
88.68456631592431         88.68456631592431        -3.75622701605594E-6
92.40713233099709         92.40713233099709        -2.897578930477835E-6
-58.87747748736941        -58.87747748736942       -2.1247501310841835E-4
-57.43833337763971        -57.438333377639715      -2.580072299402049E-4
