% Model:              Membran2D3D25membranethickness.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 4 2025, 21:29
% Dimension:          2
% Nodes:              253
% Expressions:        1
% Description:        Displacement field, Z component
% Length unit:        µm
% cpl1x                   cpl1y                    w (µm) @ memb_thick=2.5, edge_width=200, m_stylus=1, circ_pos=10
8.479737237621688         8.479737237621688        -0.012992341616988243
8.578013952803186         8.578013952803188        -0.012982588377634725
8.816876833518581         8.816876833518581        -0.012959454092522502
8.322255317750454         8.322255317750454        -0.013007226930311517
8.18712005871526          8.187120058715259        -0.013018420290870594
-499.9999999999999        -499.9999999999999       0
-461.2067152521843        -461.20671525218427      -7.106496911850051E-7
-452.4204553688842        -452.4204553688841       -5.991901692425445E-7
-431.5447876735226        -431.5447876735226       -8.984026765733935E-7
-404.838991288963         -404.838991288963        -8.718086606831054E-7
-401.64570269430715       -401.6457026943071       -8.436172082979088E-7
-399.493919985778         -399.493919985778        -8.303108143076598E-7
-359.00585409924906       -359.00585409924906      -8.919855682913812E-7
-348.6244860021648        -348.6244860021649       -8.827149901130292E-7
-300.39085057594815       -300.3908505759482       -8.86781153780282E-7
-299.4376540979375        -299.4376540979375       -8.864947754303427E-7
-298.53403657094134       -298.5340365709413       -8.863265521537838E-7
-250.3955045841206        -250.3955045841206       -8.892323016901066E-7
-225.57002030629616       -225.57002030629616      -8.886716920838146E-7
-171.4324416577674        -171.4324416577674       -8.827549530550598E-7
-161.32303123321648       -161.3230312332165       -8.785686600442638E-7
-151.6015142324374        -151.6015142324374       -8.721535781138946E-7
-129.30148155078248       -129.30148155078246      -8.549976242233248E-7
-196.98364707219895       -196.98364707219892      -8.877101220113444E-7
-118.28947935252698       -118.28947935252697      -8.61919586100328E-7
-111.81880255172229       -111.81880255172227      -8.803823546500072E-7
-106.57061237712182       -106.57061237712182      -9.160938911329821E-7
-100.32237682104027       -100.32237682104025      -9.926380897509521E-7
499.9999999999999         499.9999999999999        1.1998898891130797E-36
462.11904772907565        462.1190477290757        -8.005067971671114E-7
-94.78850254371831        -94.7885025437183        -1.119921554843008E-6
-89.49706506247321        -89.49706506247321       -1.3336135074913774E-6
450.06561853961955        450.0656185396195        -6.75703109153824E-7
433.09829522028224        433.09829522028224       -8.901637519265152E-7
-84.53306774855172        -84.5330677485517        -1.7124964097397523E-6
-82.77014234899576        -82.77014234899575       -1.9143289453954965E-6
406.8683304081414         406.86833040814133       -8.471571834569616E-7
404.86858214497636        404.86858214497636       -8.236769601963969E-7
-79.85231213485308        -79.85231213485308       -2.437812122512157E-6
-77.7946544699767         -77.7946544699767        -3.0028126020207583E-6
402.7970809398303         402.79708093983027       -8.188237231059227E-7
373.445285961653          373.445285961653         -8.999292602564838E-7
353.2174518048988         353.21745180489893       -8.884665036128205E-7
-76.7860734527808         -76.78607345278081       -3.393745973709149E-6
-74.22390061014687        -74.22390061014687       -5.188349446385103E-6
330.6845660527718         330.68456605277186       -8.878014567340357E-7
306.9665897844655         306.96658978446555       -8.908371506212042E-7
277.27954199079113        277.27954199079113       -8.887432574133062E-7
275.1343562166617         275.1343562166617        -8.886644526436851E-7
-73.22811710475948        -73.22811710475948       -6.549193765763705E-6
-72.31220481973702        -72.31220481973702       -8.643285613171865E-6
270.08221772482705        270.08221772482705       -8.890126435879949E-7
243.58141080393062        243.58141080393065       -8.8968126028612E-7
-70.69065173831274        -70.69065173831254       -2.031747235916647E-5
228.66189643082922        228.66189643082922       -8.89164554698851E-7
203.27116418625454        203.27116418625457       -8.887103070722143E-7
-69.68954251337377        -69.68954251337377       -3.962462410902092E-5
168.03406112212005        168.03406112212005       -8.788826455287367E-7
158.21468719898039        158.2146871989804        -8.710609609619311E-7
-68.67232319235211        -68.67232319235211       -7.09032006583601E-5
-68.66531536060045        -68.66531536060045       -7.115770618655786E-5
138.39434708774576        138.39434708774576       -8.482921170330628E-7
129.72786698895567        129.7278669889557        -8.442257420899858E-7
-68.65874302239816        -68.65874302239816       -7.139655446541555E-5
-67.63202019094656        -67.63202019094658       -1.1411510254652586E-4
107.58898346204384        107.58898346204384       -9.731193405362078E-7
116.0331667844436         116.03316678444364       -8.801331668716182E-7
-66.83679548983993        -66.83679548983993       -1.5445892248265654E-4
-66.79422438072426        -66.79422438072424       -1.5679367862519997E-4
96.4231719498061          96.42317194980612        -1.3105133290084834E-6
100.43680637253543        100.43680637253541       -1.147854951783548E-6
-65.42404910019889        -65.42404910019889       -2.4108222307331974E-4
-65.34915034132669        -65.34915034132669       -2.46196663468869E-4
88.68456631592431         88.68456631592431        -1.8815811893494502E-6
92.40713233099709         92.40713233099709        -1.5513993727871561E-6
-65.15278235827297        -65.15278235827297       -2.598536815400988E-4
-63.47305958893906        -63.47305958893905       -3.9047059128722005E-4
82.73599721140184         82.73599721140182        -2.834646567958715E-6
84.24559039504996         84.24559039504994        -2.525609561934898E-6
-62.52418599006846        -62.52418599006846       -4.74895559239417E-4
-61.84375606258242        -61.843756062582415      -5.39966744878658E-4
80.10086890691696         80.10086890691694        -3.6175050112340875E-6
77.84700151896362         77.84700151896362        -4.625663227684236E-6
-61.23919748394887        -61.23919748394887       -6.008645773680635E-4
-60.22611826822245        -60.22611826822245       -7.091928933583856E-4
76.73243005239036         76.73243005239037        -5.328269455821642E-6
74.08036955253587         74.08036955253587        -8.412102878827077E-6
-58.95601304884062        -58.95601304884062       -8.557282592197952E-4
-57.920570102888675       -57.920570102888675      -9.836480780593515E-4
73.02494410702587         73.02494410702589        -1.0893502639914037E-5
72.2249151693118          72.2249151693118         -1.4027262763063796E-5
-55.525586612062135       -55.525586612062135      -0.0013068172606344882
-55.36863796174511        -55.36863796174511       -0.0013292977544408498
70.69065173831274         70.69065173831247        -3.0978554568895594E-5
-55.11054643871154        -55.110546438711545      -0.0013665729409350698
-52.874191786585854       -52.874191786585854      -0.0017057256044674639
69.72636357126525         69.72636357126527        -5.760891516758561E-5
-51.99685950725029        -51.996859507250306      -0.0018465725265017867
