#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	20000	263.3	475.9	167.698593	35.718151
0	50.000	361.0	4.4	20000	263.3	475.9	167.740845	35.759293
0	50.000	362.0	4.4	20000	263.3	475.9	167.789795	35.790848
0	50.000	363.0	4.4	20000	263.3	475.9	168.032745	36.108692
0	50.000	364.0	4.4	20000	263.3	475.9	168.134583	36.263550
0	50.000	365.0	4.4	20000	263.3	475.9	168.276733	36.227856
0	50.000	366.0	4.4	20000	263.3	475.9	168.324692	35.962128
0	50.000	367.0	4.5	20000	263.3	475.9	168.271988	35.859577
0	50.000	368.0	4.5	20000	263.3	475.9	168.249802	35.970543
0	50.000	369.0	4.5	20000	263.3	475.9	168.363159	36.034534
0	50.000	370.0	4.5	20000	263.3	475.9	168.423431	36.211735
0	50.000	371.0	4.4	20000	263.3	475.9	168.536575	36.284298
0	50.000	372.0	4.3	20000	263.3	475.9	168.439667	36.213215
0	50.000	373.0	4.1	20000	263.3	475.9	168.507996	36.139706
0	50.000	374.0	4.0	20000	263.3	475.9	168.691788	36.170837
0	50.000	375.0	3.9	20000	263.3	475.9	168.886642	36.407982
0	50.000	376.0	4.0	20000	263.3	475.9	169.260193	36.426968
0	50.000	377.0	4.2	20000	263.3	475.9	169.247910	36.534126
0	50.000	378.0	4.4	20000	263.3	475.9	169.213516	36.522362
0	50.000	379.0	4.6	20000	263.3	475.9	169.285416	36.570377
0	50.000	380.0	4.6	20000	263.3	475.9	169.470337	36.575691
0	50.000	381.0	4.6	20000	263.3	475.9	169.557968	36.550209
0	50.000	382.0	4.6	20000	263.3	475.9	169.703949	36.554611
0	50.000	383.0	4.5	20000	263.3	475.9	169.720505	36.521854
0	50.000	384.0	4.5	20000	263.3	475.9	169.806320	36.544941
0	50.000	385.0	4.5	20000	263.3	475.9	169.917709	36.593922
0	50.000	386.0	4.5	20000	263.3	475.9	170.017685	36.618240
0	50.000	387.0	4.5	20000	263.3	475.9	170.138474	36.605007
0	50.000	388.0	4.5	20000	263.3	475.9	170.237076	36.621964
0	50.000	389.0	4.5	20000	263.3	475.9	170.307114	36.635674
0	50.000	390.0	4.5	20000	263.3	475.9	170.385300	36.666851
0	50.000	391.0	4.5	20000	263.3	475.9	170.436493	36.692474
0	50.000	392.0	4.5	20000	263.3	475.9	170.541489	36.682812
0	50.000	393.0	4.5	20000	263.3	475.9	170.676300	36.692734
0	50.000	394.0	4.5	20000	263.3	475.9	170.780334	36.708523
0	50.000	395.0	4.5	20000	263.3	475.9	170.866745	36.726070
0	50.000	396.0	4.5	20000	263.3	475.9	170.963242	36.738976
0	50.000	397.0	4.6	20000	263.3	475.9	171.112961	36.750557
0	50.000	398.0	4.6	20000	263.3	475.9	171.220856	36.747036
0	50.000	399.0	4.6	20000	263.3	475.9	171.299988	36.754673
0	50.000	400.0	4.6	20000	263.3	475.9	171.414154	36.746269
0	50.000	401.0	4.6	20000	263.3	475.9	171.539810	36.743343
0	50.000	402.0	4.5	20000	263.3	475.9	171.651993	36.722275
0	50.000	403.0	4.5	20000	263.3	475.9	171.777527	36.709148
0	50.000	404.0	4.5	20000	263.3	475.9	171.898376	36.684868
0	50.000	405.0	4.5	20000	263.3	475.9	172.017502	36.666290
0	50.000	406.0	4.5	20000	263.3	475.9	172.138809	36.662159
0	50.000	407.0	4.5	20000	263.3	475.9	172.245346	36.638100
0	50.000	408.0	4.5	20000	263.3	475.9	172.379547	36.611454
0	50.000	409.0	4.6	20000	263.3	475.9	172.512253	36.603367
0	50.000	410.0	4.6	20000	263.3	475.9	172.645050	36.589027
0	50.000	411.0	4.6	20000	263.3	475.9	172.758987	36.547543
0	50.000	412.0	4.5	20000	263.3	475.9	172.895859	36.527523
0	50.000	413.0	4.5	20000	263.3	475.9	173.033813	36.493999
0	50.000	414.0	4.5	20000	263.3	475.9	173.181107	36.457760
0	50.000	415.0	4.5	20000	263.3	475.9	173.330429	36.424267
0	50.000	416.0	4.5	20000	263.3	475.9	173.468414	36.381279
0	50.000	417.0	4.5	20000	263.3	475.9	173.593643	36.325020
0	50.000	418.0	4.5	20000	263.3	475.9	173.741272	36.279427
0	50.000	419.0	4.5	20000	263.3	475.9	173.846664	36.224201
0	50.000	420.0	4.5	20000	263.3	475.9	173.980469	36.166363
0	50.000	421.0	4.5	20000	263.3	475.9	174.117889	36.110912
0	50.000	422.0	4.5	20000	263.3	475.9	174.245575	36.056499
0	50.000	423.0	4.5	20000	263.3	475.9	174.371078	35.987495
0	50.000	424.0	4.5	20000	263.3	475.9	174.490585	35.916225
0	50.000	425.0	4.5	20000	263.3	475.9	174.601700	35.850361
0	50.000	426.0	4.5	20000	263.3	475.9	174.713058	35.780533
0	50.000	427.0	4.5	20000	263.3	475.9	174.836288	35.714760
0	50.000	428.0	4.5	20000	263.3	475.9	174.927444	35.645412
0	50.000	429.0	4.5	20000	263.3	475.9	175.028046	35.574177
0	50.000	430.0	4.5	20000	263.3	475.9	175.134933	35.514858
0	50.000	431.0	4.5	20000	263.3	475.9	175.225662	35.450638
0	50.000	432.0	4.5	20000	263.3	475.9	175.312637	35.383152
0	50.000	433.0	4.5	20000	263.3	475.9	175.400681	35.304989
0	50.000	434.0	4.5	20000	263.3	475.9	175.478943	35.248425
