#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	20000	263.3	475.9	168.445831	36.844696
0	50.000	361.0	4.4	20000	263.3	475.9	168.279434	36.552940
0	50.000	362.0	4.4	20000	263.3	475.9	168.440399	36.649734
0	50.000	363.0	4.4	20000	263.3	475.9	168.761612	36.889080
0	50.000	364.0	4.4	20000	263.3	475.9	168.763962	36.872452
0	50.000	365.0	4.4	20000	263.3	475.9	168.854050	36.667667
0	50.000	366.0	4.4	20000	263.3	475.9	169.085754	36.526131
0	50.000	367.0	4.5	20000	263.3	475.9	169.114609	36.776215
0	50.000	368.0	4.5	20000	263.3	475.9	169.025803	36.878551
0	50.000	369.0	4.5	20000	263.3	475.9	169.077209	36.663334
0	50.000	370.0	4.5	20000	263.3	475.9	169.129410	36.836327
0	50.000	371.0	4.4	20000	263.3	475.9	169.232941	36.949104
0	50.000	372.0	4.3	20000	263.3	475.9	169.280182	37.006607
0	50.000	373.0	4.1	20000	263.3	475.9	169.319763	37.008995
0	50.000	374.0	4.0	20000	263.3	475.9	169.464890	37.031700
0	50.000	375.0	3.9	20000	263.3	475.9	169.463196	37.109322
0	50.000	376.0	4.0	20000	263.3	475.9	169.697418	37.149372
0	50.000	377.0	4.2	20000	263.3	475.9	169.950394	37.274612
0	50.000	378.0	4.4	20000	263.3	475.9	169.941101	37.316059
0	50.000	379.0	4.6	20000	263.3	475.9	169.898926	37.323685
0	50.000	380.0	4.6	20000	263.3	475.9	170.105362	37.297974
0	50.000	381.0	4.6	20000	263.3	475.9	170.425278	37.332722
0	50.000	382.0	4.6	20000	263.3	475.9	170.319153	37.341770
0	50.000	383.0	4.5	20000	263.3	475.9	170.418167	37.360695
0	50.000	384.0	4.5	20000	263.3	475.9	170.625763	37.355549
0	50.000	385.0	4.5	20000	263.3	475.9	170.671783	37.401321
0	50.000	386.0	4.5	20000	263.3	475.9	170.840530	37.435184
0	50.000	387.0	4.5	20000	263.3	475.9	170.916916	37.416431
0	50.000	388.0	4.5	20000	263.3	475.9	170.945755	37.462017
0	50.000	389.0	4.5	20000	263.3	475.9	171.097488	37.472801
0	50.000	390.0	4.5	20000	263.3	475.9	171.128647	37.524551
0	50.000	391.0	4.5	20000	263.3	475.9	171.248367	37.524166
0	50.000	392.0	4.5	20000	263.3	475.9	171.332397	37.509876
0	50.000	393.0	4.5	20000	263.3	475.9	171.412598	37.522114
0	50.000	394.0	4.5	20000	263.3	475.9	171.577301	37.540840
0	50.000	395.0	4.5	20000	263.3	475.9	171.678299	37.560345
0	50.000	396.0	4.5	20000	263.3	475.9	171.778885	37.569172
0	50.000	397.0	4.6	20000	263.3	475.9	171.873962	37.582115
0	50.000	398.0	4.6	20000	263.3	475.9	172.013672	37.575531
0	50.000	399.0	4.6	20000	263.3	475.9	172.080124	37.579830
0	50.000	400.0	4.6	20000	263.3	475.9	172.188034	37.562206
0	50.000	401.0	4.6	20000	263.3	475.9	172.315842	37.551369
0	50.000	402.0	4.5	20000	263.3	475.9	172.448853	37.540081
0	50.000	403.0	4.5	20000	263.3	475.9	172.539078	37.517212
0	50.000	404.0	4.5	20000	263.3	475.9	172.676575	37.496128
0	50.000	405.0	4.5	20000	263.3	475.9	172.811691	37.483818
0	50.000	406.0	4.5	20000	263.3	475.9	172.920273	37.469246
0	50.000	407.0	4.5	20000	263.3	475.9	173.040527	37.442429
0	50.000	408.0	4.5	20000	263.3	475.9	173.159958	37.432896
0	50.000	409.0	4.6	20000	263.3	475.9	173.290955	37.410496
0	50.000	410.0	4.6	20000	263.3	475.9	173.412109	37.390217
0	50.000	411.0	4.6	20000	263.3	475.9	173.541092	37.356812
0	50.000	412.0	4.5	20000	263.3	475.9	173.663681	37.327976
0	50.000	413.0	4.5	20000	263.3	475.9	173.793640	37.295406
0	50.000	414.0	4.5	20000	263.3	475.9	173.941559	37.242661
0	50.000	415.0	4.5	20000	263.3	475.9	174.071793	37.191128
0	50.000	416.0	4.5	20000	263.3	475.9	174.189331	37.161800
0	50.000	417.0	4.5	20000	263.3	475.9	174.319717	37.113869
