#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	10252	268.7	483.3	169.001144	35.743122
0	50.000	361.0	4.4	10252	268.7	483.3	169.058777	35.642796
0	50.000	362.0	4.4	10252	268.7	483.3	169.381210	34.897488
0	50.000	363.0	4.4	10252	268.7	483.3	168.957550	35.068935
0	50.000	364.0	4.4	10252	268.7	483.3	168.932327	35.392258
0	50.000	365.0	4.4	10252	268.7	483.3	169.435577	35.643150
0	50.000	366.0	4.4	10252	268.7	483.3	169.344406	35.813087
0	50.000	367.0	4.5	10252	268.7	483.3	169.342072	35.745579
0	50.000	368.0	4.5	10252	268.7	483.3	169.349152	35.785103
0	50.000	369.0	4.5	10252	268.7	483.3	169.530624	35.757912
0	50.000	370.0	4.5	10252	268.7	483.3	169.352676	35.884232
0	50.000	371.0	4.4	10252	268.7	483.3	169.450516	35.919357
0	50.000	372.0	4.3	10252	268.7	483.3	169.680740	35.808811
0	50.000	373.0	4.1	10252	268.7	483.3	169.831024	35.894299
0	50.000	374.0	4.0	10252	268.7	483.3	170.042740	35.890793
0	50.000	375.0	3.9	10252	268.7	483.3	169.771713	35.918091
0	50.000	376.0	4.0	10252	268.7	483.3	169.691086	35.973022
0	50.000	377.0	4.2	10252	268.7	483.3	169.953995	35.954681
0	50.000	378.0	4.4	10252	268.7	483.3	170.023758	36.091652
0	50.000	379.0	4.6	10252	268.7	483.3	170.044159	36.037838
0	50.000	380.0	4.6	10252	268.7	483.3	170.142487	36.146732
0	50.000	381.0	4.6	10252	268.7	483.3	170.257767	36.177681
0	50.000	382.0	4.6	10252	268.7	483.3	170.371750	36.220066
0	50.000	383.0	4.5	10252	268.7	483.3	170.507660	36.319923
0	50.000	384.0	4.5	10252	268.7	483.3	170.581665	36.382534
0	50.000	385.0	4.5	10252	268.7	483.3	170.706955	36.414543
