#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	20000	263.3	475.9	167.626236	35.058987
0	50.000	361.0	4.4	20000	263.3	475.9	167.035400	35.229778
0	50.000	362.0	4.4	20000	263.3	475.9	167.143417	35.286366
0	50.000	363.0	4.4	20000	263.3	475.9	167.272675	35.410831
0	50.000	364.0	4.4	20000	263.3	475.9	167.237961	35.481312
0	50.000	365.0	4.4	20000	263.3	475.9	167.495590	35.491558
0	50.000	366.0	4.4	20000	263.3	475.9	167.634079	35.248985
0	50.000	367.0	4.5	20000	263.3	475.9	167.666519	35.243355
0	50.000	368.0	4.5	20000	263.3	475.9	167.785309	35.309040
0	50.000	369.0	4.5	20000	263.3	475.9	167.725082	35.359215
0	50.000	370.0	4.5	20000	263.3	475.9	167.482239	35.439518
0	50.000	371.0	4.4	20000	263.3	475.9	167.451904	35.529816
0	50.000	372.0	4.3	20000	263.3	475.9	167.561874	35.556629
0	50.000	373.0	4.1	20000	263.3	475.9	167.657059	35.472572
0	50.000	374.0	4.0	20000	263.3	475.9	167.844055	35.466652
0	50.000	375.0	3.9	20000	263.3	475.9	167.986176	35.829159
0	50.000	376.0	4.0	20000	263.3	475.9	168.015289	35.801579
0	50.000	377.0	4.2	20000	263.3	475.9	168.118652	35.831326
0	50.000	378.0	4.4	20000	263.3	475.9	168.166428	35.908176
0	50.000	379.0	4.6	20000	263.3	475.9	168.099213	35.970039
0	50.000	380.0	4.6	20000	263.3	475.9	167.972000	35.950172
0	50.000	381.0	4.6	20000	263.3	475.9	168.193085	35.953697
0	50.000	382.0	4.6	20000	263.3	475.9	168.355118	35.988071
0	50.000	383.0	4.5	20000	263.3	475.9	168.168274	35.989193
0	50.000	384.0	4.5	20000	263.3	475.9	168.248093	35.999485
0	50.000	385.0	4.5	20000	263.3	475.9	168.376968	36.082977
0	50.000	386.0	4.5	20000	263.3	475.9	168.414459	36.107857
0	50.000	387.0	4.5	20000	263.3	475.9	168.535675	36.114323
0	50.000	388.0	4.5	20000	263.3	475.9	168.563416	36.154186
0	50.000	389.0	4.5	20000	263.3	475.9	168.559341	36.194328
0	50.000	390.0	4.5	20000	263.3	475.9	168.637238	36.244030
0	50.000	391.0	4.5	20000	263.3	475.9	168.678864	36.277908
0	50.000	392.0	4.5	20000	263.3	475.9	168.782013	36.307747
0	50.000	393.0	4.5	20000	263.3	475.9	168.834610	36.335068
0	50.000	394.0	4.5	20000	263.3	475.9	168.933304	36.374264
0	50.000	395.0	4.5	20000	263.3	475.9	169.037018	36.416279
0	50.000	396.0	4.5	20000	263.3	475.9	169.130264	36.457691
0	50.000	397.0	4.6	20000	263.3	475.9	169.200272	36.494350
0	50.000	398.0	4.6	20000	263.3	475.9	169.300766	36.504845
0	50.000	399.0	4.6	20000	263.3	475.9	169.384338	36.525822
0	50.000	400.0	4.6	20000	263.3	475.9	169.492050	36.563633
0	50.000	401.0	4.6	20000	263.3	475.9	169.569305	36.582005
0	50.000	402.0	4.5	20000	263.3	475.9	169.684235	36.584988
0	50.000	403.0	4.5	20000	263.3	475.9	169.792862	36.603542
0	50.000	404.0	4.5	20000	263.3	475.9	169.907974	36.620476
0	50.000	405.0	4.5	20000	263.3	475.9	170.019211	36.641720
0	50.000	406.0	4.5	20000	263.3	475.9	170.153992	36.649906
0	50.000	407.0	4.5	20000	263.3	475.9	170.255463	36.666950
0	50.000	408.0	4.5	20000	263.3	475.9	170.371719	36.689251
0	50.000	409.0	4.6	20000	263.3	475.9	170.486847	36.695694
0	50.000	410.0	4.6	20000	263.3	475.9	170.631836	36.722279
0	50.000	411.0	4.6	20000	263.3	475.9	170.782288	36.728199
0	50.000	412.0	4.5	20000	263.3	475.9	170.929092	36.739658
0	50.000	413.0	4.5	20000	263.3	475.9	171.076553	36.738346
0	50.000	414.0	4.5	20000	263.3	475.9	171.262177	36.730618
0	50.000	415.0	4.5	20000	263.3	475.9	171.421127	36.732098
0	50.000	416.0	4.5	20000	263.3	475.9	171.590302	36.727036
0	50.000	417.0	4.5	20000	263.3	475.9	171.773544	36.732597
0	50.000	418.0	4.5	20000	263.3	475.9	171.943420	36.716251
0	50.000	419.0	4.5	20000	263.3	475.9	172.110245	36.702240
0	50.000	420.0	4.5	20000	263.3	475.9	172.281937	36.681667
0	50.000	421.0	4.5	20000	263.3	475.9	172.478760	36.650196
0	50.000	422.0	4.5	20000	263.3	475.9	172.671951	36.623150
0	50.000	423.0	4.5	20000	263.3	475.9	172.865158	36.590111
0	50.000	424.0	4.5	20000	263.3	475.9	173.060043	36.550217
0	50.000	425.0	4.5	20000	263.3	475.9	173.256729	36.506649
0	50.000	426.0	4.5	20000	263.3	475.9	173.449463	36.462715
0	50.000	427.0	4.5	20000	263.3	475.9	173.628754	36.417240
0	50.000	428.0	4.5	20000	263.3	475.9	173.818863	36.367882
0	50.000	429.0	4.5	20000	263.3	475.9	174.010727	36.311455
0	50.000	430.0	4.5	20000	263.3	475.9	174.179489	36.252689
0	50.000	431.0	4.5	20000	263.3	475.9	174.360092	36.201767
0	50.000	432.0	4.5	20000	263.3	475.9	174.546036	36.144215
0	50.000	433.0	4.5	20000	263.3	475.9	174.721024	36.076439
0	50.000	434.0	4.5	20000	263.3	475.9	174.885574	36.014095
0	50.000	435.0	4.5	20000	263.3	475.9	175.040192	35.942230
0	50.000	436.0	4.5	20000	263.3	475.9	175.197205	35.875759
0	50.000	437.0	4.5	20000	263.3	475.9	175.339401	35.814045
0	50.000	438.0	4.5	20000	263.3	475.9	175.480042	35.749283
0	50.000	439.0	4.5	20000	263.3	475.9	175.621109	35.680851
0	50.000	440.0	4.5	20000	263.3	475.9	175.759216	35.621639
0	50.000	441.0	4.5	20000	263.3	475.9	175.883743	35.564739
0	50.000	442.0	4.5	20000	263.3	475.9	176.018600	35.523472
0	50.000	443.0	4.5	20000	263.3	475.9	176.153442	35.477005
0	50.000	444.0	4.5	20000	263.3	475.9	176.261200	35.406017
0	50.000	445.0	4.5	20000	263.3	475.9	176.395874	35.331085
0	50.000	446.0	4.5	20000	263.3	475.9	176.490799	35.282864
0	50.000	447.0	4.5	20000	263.3	475.9	176.592896	35.218575
0	50.000	448.0	4.4	20000	263.3	475.9	176.702850	35.159695
0	50.000	449.0	4.4	20000	263.3	475.9	176.785400	35.118851
0	50.000	450.0	4.3	20000	263.3	475.9	177.081329	35.270264
0	50.000	451.0	4.3	20000	263.3	475.9	177.150024	35.214794
0	50.000	452.0	4.3	20000	263.3	475.9	177.245529	35.168816
0	50.000	453.0	4.3	20000	263.3	475.9	177.353561	35.132080
0	50.000	454.0	4.4	20000	263.3	475.9	177.428986	35.090569
0	50.000	455.0	4.4	20000	263.3	475.9	177.503708	35.044926
0	50.000	456.0	4.4	20000	263.3	475.9	177.587341	35.004776
0	50.000	457.0	4.4	20000	263.3	475.9	177.675949	34.965229
0	50.000	458.0	4.4	20000	263.3	475.9	177.752213	34.925537
0	50.000	459.0	4.4	20000	263.3	475.9	177.837631	34.883251
0	50.000	460.0	4.4	20000	263.3	475.9	177.898895	34.834450
0	50.000	461.0	4.4	20000	263.3	475.9	177.965286	34.788654
0	50.000	462.0	4.4	20000	263.3	475.9	178.027817	34.749344
0	50.000	463.0	4.4	20000	263.3	475.9	178.101120	34.714817
0	50.000	464.0	4.4	20000	263.3	475.9	178.141068	34.667164
0	50.000	465.0	4.4	20000	263.3	475.9	178.192581	34.633881
0	50.000	466.0	4.4	20000	263.3	475.9	178.244354	34.581108
0	50.000	467.0	4.4	20000	263.3	475.9	178.296753	34.546959
0	50.000	468.0	4.4	20000	263.3	475.9	178.311127	34.506844
0	50.000	469.0	4.4	20000	263.3	475.9	178.391693	34.470558
0	50.000	470.0	4.4	20000	263.3	475.9	178.437866	34.428879
0	50.000	471.0	4.4	20000	263.3	475.9	178.478378	34.383266
0	50.000	472.0	4.4	20000	263.3	475.9	178.523834	34.335289
0	50.000	473.0	4.3	20000	263.3	475.9	178.566956	34.305710
0	50.000	474.0	4.3	20000	263.3	475.9	178.609177	34.275364
0	50.000	475.0	4.3	20000	263.3	475.9	178.638992	34.235271
0	50.000	476.0	4.4	20000	263.3	475.9	178.670120	34.201035
0	50.000	477.0	4.4	20000	263.3	475.9	178.699966	34.173943
0	50.000	478.0	4.4	20000	263.3	475.9	178.737823	34.145058
0	50.000	479.0	4.4	20000	263.3	475.9	178.768021	34.102833
0	50.000	480.0	4.4	20000	263.3	475.9	178.801041	34.066277
0	50.000	481.0	4.4	20000	263.3	475.9	178.802704	34.021355
0	50.000	482.0	4.4	20000	263.3	475.9	178.860184	33.965805
0	50.000	483.0	4.4	20000	263.3	475.9	178.893555	33.927540
0	50.000	484.0	4.3	20000	263.3	475.9	178.888901	33.885750
0	50.000	485.0	4.3	20000	263.3	475.9	178.929001	33.846081
0	50.000	486.0	4.3	20000	263.3	475.9	178.961823	33.798260
0	50.000	487.0	4.3	20000	263.3	475.9	178.961899	33.755455
0	50.000	488.0	4.3	20000	263.3	475.9	178.959686	33.712082
0	50.000	489.0	4.3	20000	263.3	475.9	179.000656	33.675041
0	50.000	490.0	4.3	20000	263.3	475.9	178.996719	33.630245
0	50.000	491.0	4.3	20000	263.3	475.9	178.986450	33.587616
0	50.000	492.0	4.3	20000	263.3	475.9	179.005905	33.559929
0	50.000	493.0	4.3	20000	263.3	475.9	179.032593	33.529678
0	50.000	494.0	4.3	20000	263.3	475.9	179.050919	33.495148
0	50.000	495.0	4.3	20000	263.3	475.9	179.082733	33.463299
0	50.000	496.0	4.3	20000	263.3	475.9	179.119400	33.425274
0	50.000	497.0	4.3	20000	263.3	475.9	179.150208	33.381062
