#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	20000	263.3	475.9	168.546417	35.623287
0	50.000	361.0	4.4	20000	263.3	475.9	168.090988	35.552891
0	50.000	362.0	4.4	20000	263.3	475.9	168.132812	35.521618
0	50.000	363.0	4.4	20000	263.3	475.9	168.030807	35.741234
0	50.000	364.0	4.4	20000	263.3	475.9	168.093597	35.759441
0	50.000	365.0	4.4	20000	263.3	475.9	168.008240	35.799599
0	50.000	366.0	4.4	20000	263.3	475.9	168.085251	35.844742
0	50.000	367.0	4.5	20000	263.3	475.9	168.351227	35.765938
0	50.000	368.0	4.5	20000	263.3	475.9	168.502762	35.806156
0	50.000	369.0	4.5	20000	263.3	475.9	168.717560	35.773170
0	50.000	370.0	4.5	20000	263.3	475.9	168.583099	35.810658
0	50.000	371.0	4.4	20000	263.3	475.9	168.441849	36.003376
0	50.000	372.0	4.3	20000	263.3	475.9	168.515656	36.075630
0	50.000	373.0	4.1	20000	263.3	475.9	168.732300	36.069450
0	50.000	374.0	4.0	20000	263.3	475.9	168.834137	36.152199
0	50.000	375.0	3.9	20000	263.3	475.9	169.320114	36.186047
0	50.000	376.0	4.0	20000	263.3	475.9	169.280640	36.295650
0	50.000	377.0	4.2	20000	263.3	475.9	169.241943	36.323051
0	50.000	378.0	4.4	20000	263.3	475.9	169.360626	36.350830
0	50.000	379.0	4.6	20000	263.3	475.9	169.555435	36.376400
0	50.000	380.0	4.6	20000	263.3	475.9	169.523026	36.414776
0	50.000	381.0	4.6	20000	263.3	475.9	169.580734	36.440357
0	50.000	382.0	4.6	20000	263.3	475.9	169.856644	36.486195
0	50.000	383.0	4.5	20000	263.3	475.9	169.867691	36.481445
0	50.000	384.0	4.5	20000	263.3	475.9	169.888992	36.459606
0	50.000	385.0	4.5	20000	263.3	475.9	170.045486	36.483738
0	50.000	386.0	4.5	20000	263.3	475.9	170.128296	36.498997
0	50.000	387.0	4.5	20000	263.3	475.9	170.218643	36.482010
0	50.000	388.0	4.5	20000	263.3	475.9	170.341095	36.497059
0	50.000	389.0	4.5	20000	263.3	475.9	170.417648	36.509235
