#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	25000	268.7	483.3	169.004410	36.084763
0	50.000	361.0	4.4	25000	268.7	483.3	169.028198	35.813808
0	50.000	362.0	4.4	25000	268.7	483.3	169.030899	35.980228
0	50.000	363.0	4.4	25000	268.7	483.3	168.984131	36.088009
0	50.000	364.0	4.4	25000	268.7	483.3	169.067871	36.001347
0	50.000	365.0	4.4	25000	268.7	483.3	169.307373	35.997917
0	50.000	366.0	4.4	25000	268.7	483.3	169.423019	36.089027
0	50.000	367.0	4.5	25000	268.7	483.3	169.422394	36.042454
0	50.000	368.0	4.5	25000	268.7	483.3	169.463058	35.973167
0	50.000	369.0	4.5	25000	268.7	483.3	169.417542	35.957577
0	50.000	370.0	4.5	25000	268.7	483.3	169.392120	36.144070
0	50.000	371.0	4.4	25000	268.7	483.3	169.408005	36.385338
0	50.000	372.0	4.3	25000	268.7	483.3	169.536270	36.378990
0	50.000	373.0	4.1	25000	268.7	483.3	169.678131	36.295307
0	50.000	374.0	4.0	25000	268.7	483.3	169.879990	36.237335
0	50.000	375.0	3.9	25000	268.7	483.3	170.060425	36.628803
0	50.000	376.0	4.0	25000	268.7	483.3	169.949554	36.661018
0	50.000	377.0	4.2	25000	268.7	483.3	170.008759	36.651051
0	50.000	378.0	4.4	25000	268.7	483.3	170.143539	36.625881
0	50.000	379.0	4.6	25000	268.7	483.3	170.294968	36.670338
0	50.000	380.0	4.6	25000	268.7	483.3	170.350266	36.710075
0	50.000	381.0	4.6	25000	268.7	483.3	170.357315	36.639885
0	50.000	382.0	4.6	25000	268.7	483.3	170.541580	36.670410
0	50.000	383.0	4.5	25000	268.7	483.3	170.602295	36.739212
0	50.000	384.0	4.5	25000	268.7	483.3	170.751419	36.740135
0	50.000	385.0	4.5	25000	268.7	483.3	170.853256	36.757370
0	50.000	386.0	4.5	25000	268.7	483.3	170.905884	36.778591
0	50.000	387.0	4.5	25000	268.7	483.3	171.007996	36.800472
0	50.000	388.0	4.5	25000	268.7	483.3	171.082687	36.833092
0	50.000	389.0	4.5	25000	268.7	483.3	171.128540	36.857876
0	50.000	390.0	4.5	25000	268.7	483.3	171.214325	36.880226
0	50.000	391.0	4.5	25000	268.7	483.3	171.297638	36.895031
0	50.000	392.0	4.5	25000	268.7	483.3	171.387146	36.902721
0	50.000	393.0	4.5	25000	268.7	483.3	171.501190	36.920147
0	50.000	394.0	4.5	25000	268.7	483.3	171.583786	36.943806
0	50.000	395.0	4.5	25000	268.7	483.3	171.699356	36.952759
0	50.000	396.0	4.5	25000	268.7	483.3	171.799805	36.972137
0	50.000	397.0	4.6	25000	268.7	483.3	171.904602	36.983036
