#ROIidx	AOI	Lambda	Bandwidth	ExposureTime	ROI_x	ROI_y	Delta	Psi
#-	deg	nm	nm	us	µm	µm	deg	deg
0	50.000	360.0	4.4	20000	263.3	475.9	169.063004	36.944153
0	50.000	361.0	4.4	20000	263.3	475.9	168.769440	36.991936
0	50.000	362.0	4.4	20000	263.3	475.9	168.691498	36.955952
0	50.000	363.0	4.4	20000	263.3	475.9	168.945038	37.070724
0	50.000	364.0	4.4	20000	263.3	475.9	168.879135	37.353260
0	50.000	365.0	4.4	20000	263.3	475.9	169.083206	37.303745
0	50.000	366.0	4.4	20000	263.3	475.9	169.255142	37.123096
0	50.000	367.0	4.5	20000	263.3	475.9	169.374161	37.194019
0	50.000	368.0	4.5	20000	263.3	475.9	169.393814	37.272598
0	50.000	369.0	4.5	20000	263.3	475.9	169.344269	37.293324
0	50.000	370.0	4.5	20000	263.3	475.9	169.399490	37.223846
0	50.000	371.0	4.4	20000	263.3	475.9	169.438889	37.324619
0	50.000	372.0	4.3	20000	263.3	475.9	169.436249	37.409962
0	50.000	373.0	4.1	20000	263.3	475.9	169.487686	37.394833
0	50.000	374.0	4.0	20000	263.3	475.9	169.608154	37.405495
0	50.000	375.0	3.9	20000	263.3	475.9	169.898026	37.557266
0	50.000	376.0	4.0	20000	263.3	475.9	169.947800	37.469612
0	50.000	377.0	4.2	20000	263.3	475.9	169.996048	37.490997
0	50.000	378.0	4.4	20000	263.3	475.9	169.999313	37.595909
0	50.000	379.0	4.6	20000	263.3	475.9	169.998489	37.636528
0	50.000	380.0	4.6	20000	263.3	475.9	170.009689	37.582024
0	50.000	381.0	4.6	20000	263.3	475.9	170.152908	37.572750
0	50.000	382.0	4.6	20000	263.3	475.9	170.172867	37.615265
0	50.000	383.0	4.5	20000	263.3	475.9	170.306366	37.623936
0	50.000	384.0	4.5	20000	263.3	475.9	170.328369	37.632359
0	50.000	385.0	4.5	20000	263.3	475.9	170.357498	37.672863
0	50.000	386.0	4.5	20000	263.3	475.9	170.359619	37.679585
0	50.000	387.0	4.5	20000	263.3	475.9	170.488358	37.668125
0	50.000	388.0	4.5	20000	263.3	475.9	170.562469	37.675526
0	50.000	389.0	4.5	20000	263.3	475.9	170.524338	37.704826
0	50.000	390.0	4.5	20000	263.3	475.9	170.568420	37.733528
0	50.000	391.0	4.5	20000	263.3	475.9	170.620972	37.773281
0	50.000	392.0	4.5	20000	263.3	475.9	170.679382	37.787895
