% Model:              Membran2D3D25membranethickness.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 4 2025, 21:24
% Dimension:          2
% Nodes:              246
% Expressions:        1
% Description:        Displacement field, Z component
% Length unit:        µm
% cpl1x                   cpl1y                    w (µm) @ memb_thick=2.5, edge_width=200, m_stylus=5, circ_pos=50
37.093191992550906        37.093191992550906       -0.03844778572662576
36.88495534167757         36.88495534167757        -0.038655467088453264
36.76400848508359         36.76400848508359        -0.03877783664948014
36.6056787341096          36.6056787341096         -0.038934680391146115
36.4780501335779          36.478050133577895       -0.039054020240052174
-499.9999999999999        -499.9999999999999       0
-461.2067152521843        -461.20671525218427      -7.106187022187695E-7
-452.4204553688842        -452.4204553688841       -5.991553258934804E-7
-431.5447876735226        -431.5447876735226       -8.983495298500899E-7
-404.838991288963         -404.838991288963        -8.717201484961639E-7
-401.64570269430715       -401.6457026943071       -8.435238279000716E-7
-399.493919985778         -399.493919985778        -8.30213015211388E-7
-359.00585409924906       -359.00585409924906      -8.917548543691134E-7
-348.6244860021648        -348.6244860021649       -8.824365007230966E-7
-300.39085057594815       -300.3908505759482       -8.85973360789347E-7
-299.4376540979375        -299.4376540979375       -8.856735387105605E-7
-298.53403657094134       -298.5340365709413       -8.854785436858053E-7
-250.3955045841206        -250.3955045841206       -8.867588384163817E-7
-225.57002030629616       -225.57002030629616      -8.835821265633249E-7
-171.4324416577674        -171.4324416577674       -8.696749931721045E-7
-161.32303123321648       -161.3230312332165       -8.64614453697551E-7
-151.6015142324374        -151.6015142324374       -8.543471392411909E-7
-196.98364707219895       -196.98364707219892      -8.794119572968188E-7
-118.28947935252698       -118.28947935252697      -7.478974580387595E-7
-111.81880255172229       -111.81880255172227      -7.042928261568856E-7
-129.30148155078248       -129.30148155078246      -8.030789802018644E-7
-106.57061237712182       -106.57061237712182      -6.666210909586187E-7
-100.32237682104027       -100.32237682104025      -6.253747353998782E-7
-94.78850254371831        -94.7885025437183        -6.166556415606878E-7
-89.49706506247321        -89.49706506247321       -6.724922442257336E-7
-84.53306774855172        -84.5330677485517        -8.968906749254033E-7
-82.77014234899576        -82.77014234899575       -1.0483923460278E-6
-79.85231213485308        -79.85231213485308       -1.5399141804547947E-6
-77.7946544699767         -77.7946544699767        -2.1433820570089554E-6
-76.7860734527808         -76.78607345278081       -2.6000557411495112E-6
-74.22390061014687        -74.22390061014687       -4.984248364203601E-6
499.9999999999999         499.9999999999999        1.1999100702006283E-36
462.11904772907565        462.1190477290757        -8.005568355629492E-7
-73.22811710475948        -73.22811710475948       -6.97691125078648E-6
-72.31220481973702        -72.31220481973702       -1.0220635669178159E-5
450.06561853961955        450.0656185396195        -6.757620054687155E-7
433.09829522028224        433.09829522028224       -8.90246022884633E-7
-70.69065173831274        -70.69065173831254       -2.994309555931198E-5
406.8683304081414         406.86833040814133       -8.472941440351183E-7
404.86858214497636        404.86858214497636       -8.238184237544429E-7
-69.66004891655925        -69.66004891655925       -6.501555883906897E-5
402.7970809398303         402.79708093983027       -8.189722939026498E-7
373.445285961653          373.445285961653         -9.001955673527158E-7
353.2174518048988         353.21745180489893       -8.888901794713871E-7
-68.71201661716174        -68.71201661716174       -1.1646041154143543E-4
-68.68882940697138        -68.68882940697137       -1.1793945821232072E-4
330.6845660527718         330.68456605277186       -8.884954345047888E-7
306.9665897844655         306.96658978446555       -8.920046169102451E-7
-68.66928424708631        -68.66928424708632       -1.1919285623195692E-4
-67.61253623308788        -67.6125362330879        -1.9750162722615623E-4
277.27954199079113        277.27954199079113       -8.911555902269132E-7
275.1343562166617         275.1343562166617        -8.911858213277091E-7
-67.12751528194505        -67.12751528194505       -2.4029364303723157E-4
-66.20804945383065        -66.20804945383065       -3.3289145343669806E-4
270.08221772482705        270.08221772482705       -8.919332686281058E-7
243.58141080393062        243.58141080393065       -8.951689336680549E-7
228.66189643082922        228.66189643082922       -8.976007286568606E-7
-65.90150117240245        -65.90150117240245       -3.6705286349136644E-4
-64.7778238536168         -64.7778238536168        -5.059063219135689E-4
-64.87467214743386        -64.87467214743384       -4.930992808794356E-4
203.27116418625454        203.27116418625457       -8.971143467759782E-7
168.03406112212005        168.03406112212005       -8.167338170835333E-7
-64.73738909011777        -64.73738909011777       -5.112993482289488E-4
-63.492912468780055       -63.49291246878005       -6.902372164923287E-4
158.21468719898039        158.2146871989804        -7.505249335595993E-7
138.39434708774576        138.39434708774576       -5.884306426599287E-7
129.72786698895567        129.7278669889557        -6.27356574121717E-7
-61.81962358458635        -61.81962358458635       -9.693472906935E-4
-61.45345273342529        -61.45345273342529       -0.0010361760840303339
116.0331667844436         116.03316678444364       -1.245927830059938E-6
107.58898346204384        107.58898346204384       -2.482268455578201E-6
-61.07360218846914        -61.07360218846914       -0.001107609388344337
-59.456341210254365       -59.456341210254365      -0.0014350461193736754
100.43680637253543        100.43680637253541       -4.621064080044829E-6
96.4231719498061          96.42317194980612        -6.532735884350117E-6
-58.09243209297856        -58.09243209297857       -0.0017398210502126146
-57.48664117792156        -57.48664117792156       -0.00188335395984399
-56.86270369561359        -56.86270369561359       -0.0020362751139648837
92.40713233099709         92.40713233099709        -9.279855146610457E-6
88.68456631592431         88.68456631592431        -1.2946093918464947E-5
-55.667908056453236       -55.66790805645323       -0.002343177867250534
-54.18483930919358        -54.18483930919358       -0.0027491852172521498
84.24559039504996         84.24559039504994        -1.9860337928904856E-5
82.73599721140184         82.73599721140182        -2.311772794346779E-5
-53.64252168549334        -53.64252168549334       -0.002904464731888416
-52.64586626569588        -52.64586626569589       -0.00319889400877386
-51.69371038854458        -51.69371038854459       -0.003491072060585415
80.10086890691696         80.10086890691694        -3.114454664763583E-5
77.84700151896362         77.84700151896362        -4.125505908211013E-5
-50.74136648674593        -50.741366486745946      -0.0037937223046297505
